"","stdMake","stdModel","mapModel"
"10720","Porsche","Porsche Panamera S","Panamera S Hybrid [帕纳美拉 S Hybrid]"
"10721","Porsche","Porsche Panamera S","Porsche Panamera S"
"10722","Porsche","Porsche Panamera S","保时捷帕纳美拉S"
"10723","Porsche","Porsche Panamera Sport Turismo ","Panamera 4 E-Hybrid Sport Turismo [帕纳美拉 4 E-Hybrid Sport Turismo]"
"10724","Porsche","Porsche Panamera Sport Turismo ","Panamera 4 Sport Turismo [帕纳美拉 4 Sport Turismo]"
"10725","Porsche","Porsche Panamera Sport Turismo ","Panamera 4S Sport Turismo [帕纳美拉 4S Sport Turismo]"
"10726","Porsche","Porsche Panamera Sport Turismo ","Panamera Turbo Sport Turismo [帕纳美拉 Turbo Sport Turismo]"
"10727","Porsche","Porsche Panamera Sport Turismo ","Porsche Panamera Sport Turismo "
"10728","Porsche","Porsche Panamera Sport Turismo ","保时捷帕纳美拉Sport Turismo"
"10729","Porsche","Porsche Panamera Turbo","Panamera Turbo"
"10730","Porsche","Porsche Panamera Turbo","Panamera Turbo [帕纳美拉 Turbo]"
"10731","Porsche","Porsche Panamera Turbo","Panamera Turbo Executive [帕纳美拉 Turbo Executive]"
"10732","Porsche","Porsche Panamera Turbo","Porsche Panamera Turbo"
"10733","Porsche","Porsche Panamera Turbo","保时捷帕纳美拉Turbo"
"10734","Porsche","Porsche Panamera Turbo S","Panamera Turbo S"
"10735","Porsche","Porsche Panamera Turbo S","panamera Turbo S [帕纳美拉 Turbo S]"
"10736","Porsche","Porsche Panamera Turbo S","Panamera Turbo S E-Hybrid [帕纳美拉 Turbo S E-Hybrid]"
"10737","Porsche","Porsche Panamera Turbo S","Panamera Turbo S Executive [帕纳美拉 Turbo S Executive]"
"10738","Porsche","Porsche Panamera Turbo S","Porsche Panamera Turbo S"
"10739","Porsche","Porsche Panamera Turbo S","保时捷帕纳美拉Turbo S"
"10740","Proton",NA,"普路通轿车"
"10741","Proton","Proton Europe Star","EUROPESTAR"
"10742","Proton","Proton Europe Star","Proton Europe Star"
"10743","Proton","Proton Europe Star","宝腾Europestar"
"10744","Proton","Proton Gen","GEN-2"
"10745","Proton","Proton Gen","Proton Gen"
"10746","Proton","Proton Gen","宝腾Gen"
"10747","Qingdao Yizhong","Qingdao Yizhong Dayu","Qingdao Yizhong Dayu"
"10748","Qingdao Yizhong","Qingdao Yizhong Dayu","大宇轿车"
"10749","Qingdao Yizhong","Qingdao Yizhong Dayu","颐中大宇"
"10750","Qoros","Qoros 2 SUV","Qoros 2 SUV"
"10751","Qoros","Qoros 2 SUV","观致2 SUV"
"10752","Qoros","Qoros 3","3"
"10753","Qoros","Qoros 3","Qoros 3"
"10754","Qoros","Qoros 3","观致3"
"10755","Qoros","Qoros 3","观致3 五门版"
"10756","Qoros","Qoros 3","观致3HB"
"10757","Qoros","Qoros 3","观致3两厢"
"10758","Qoros","Qoros 3","观致3三厢"
"10759","Qoros","Qoros 3","观致3五门版"
"10760","Qoros","Qoros 3 GT","Qoros 3 GT"
"10761","Qoros","Qoros 3 GT","观致3 GT"
"10762","Qoros","Qoros 3 SUV","Qoros 3 SUV"
"10763","Qoros","Qoros 3 SUV","观致3 SUV"
"10764","Qoros","Qoros 3 SUV","观致3 都市SUV"
"10765","Qoros","Qoros 3 SUV","观致3都市SUV"
"10766","Qoros","Qoros 3 SUV","观致S3"
"10767","Qoros","Qoros 5 SUV","Qoros 5 SUV"
"10768","Qoros","Qoros 5 SUV","观致5"
"10769","Qoros","Qoros 5 SUV","观致5 SUV"
"10770","Renault",NA,"SM7"
"10771","Renault",NA,"甘果"
"10772","Renault",NA,"甘果KANGOO"
"10773","Renault",NA,"古贝COUPE"
"10774","Renault",NA,"雷诺其他车辆"
"10775","Renault",NA,"萨法娜SAFRANE"
"10776","Renault",NA,"三星SM7"
"10777","Renault",NA,"塔菲克"
"10778","Renault","Renault Alpine","Alpine"
"10779","Renault","Renault Alpine","Renault Alpine"
"10780","Renault","Renault Alpine","雷诺Alpine"
"10781","Renault","Renault Captur","Captur"
"10782","Renault","Renault Captur","Captur [卡缤]"
"10783","Renault","Renault Captur","Renault Captur"
"10784","Renault","Renault Captur","卡缤"
"10785","Renault","Renault Captur","卡缤 [Captur]"
"10786","Renault","Renault Captur","卡缤CAPTUR"
"10787","Renault","Renault Captur","雷诺卡缤"
"10788","Renault","Renault Clio","Clio"
"10789","Renault","Renault Clio","Clio Tourting [Clio 旅行车]"
"10790","Renault","Renault Clio","Clio-Hatchback [Clio-两厢]"
"10791","Renault","Renault Clio","Clio-Hatchback GT [Clio-两厢 GT]"
"10792","Renault","Renault Clio","Clio-Hatchback RS [Clio-两厢 RS]"
"10793","Renault","Renault Clio","Renault Clio"
"10794","Renault","Renault Clio","克丽奥CLIO"
"10795","Renault","Renault Clio","雷诺Clio"
"10796","Renault","Renault Eolab","Eolab"
"10797","Renault","Renault Eolab","Renault Eolab"
"10798","Renault","Renault Eolab","雷诺Eolab"
"10799","Renault","Renault Espace","Espace"
"10800","Renault","Renault Espace","Renault Espace"
"10801","Renault","Renault Espace","雷诺Espace"
"10802","Renault","Renault Espace","太空ESPACE"
"10803","Renault","Renault Fluence","FLUENCE"
"10804","Renault","Renault Fluence","Fluence [风朗]"
"10805","Renault","Renault Fluence","Renault Fluence"
"10806","Renault","Renault Fluence","风朗"
"10807","Renault","Renault Fluence","风朗FLUENCE"
"10808","Renault","Renault Fluence","雷诺风朗"
"10809","Renault","Renault Grand Scenic","Grand Scenic"
"10810","Renault","Renault Grand Scenic","Grand Scenic [大风景]"
"10811","Renault","Renault Grand Scenic","Renault Grand Scenic"
"10812","Renault","Renault Grand Scenic","雷诺大风景"
"10813","Renault","Renault Gube","Renault Gube"
"10814","Renault","Renault Gube","古贝"
"10815","Renault","Renault Gube","雷诺古贝"
"10816","Renault","Renault Kadjar","Kadjar"
"10817","Renault","Renault Kadjar","Renault Kadjar"
"10818","Renault","Renault Kadjar","科雷嘉"
"10819","Renault","Renault Kadjar","雷诺科雷嘉"
"10820","Renault","Renault Kadjar","雷诺科雷嘉(进口)"
"10821","Renault","Renault Koleos","KOLEOS"
"10822","Renault","Renault Koleos","Koleos [科雷傲]"
"10823","Renault","Renault Koleos","Renault Koleos"
"10824","Renault","Renault Koleos","科雷傲"
"10825","Renault","Renault Koleos","科雷傲KOLEOS"
"10826","Renault","Renault Koleos","克里欧-两厢"
"10827","Renault","Renault Koleos","雷诺科雷傲"
"10828","Renault","Renault Koleos","雷诺科雷傲(进口)"
"10829","Renault","Renault Koleos","新科雷傲 "
"10830","Renault","Renault Kwid","Kwid"
"10831","Renault","Renault Kwid","Renault Kwid"
"10832","Renault","Renault Kwid","雷诺Kwid"
"10833","Renault","Renault Laguna","LAGUNA"
"10834","Renault","Renault Laguna","Laguna [拉古娜]"
"10835","Renault","Renault Laguna","Laguna Coupe [拉古娜 Coupe]"
"10836","Renault","Renault Laguna","Renault Laguna"
"10837","Renault","Renault Laguna","拉古那"
"10838","Renault","Renault Laguna","拉古那LAGUNA"
"10839","Renault","Renault Laguna","拉古娜"
"10840","Renault","Renault Laguna","雷诺拉古那"
"10841","Renault","Renault Laguna","雷诺拉古娜"
"10842","Renault","Renault Latitude","LATITUDE"
"10843","Renault","Renault Latitude","Latitude [纬度]"
"10844","Renault","Renault Latitude","Renault Latitude"
"10845","Renault","Renault Latitude","雷诺纬度"
"10846","Renault","Renault Latitude","纬度"
"10847","Renault","Renault Latitude","纬度LATITUDE"
"10848","Renault","Renault Megane","MEGANE"
"10849","Renault","Renault Megane","Megane [梅甘娜]"
"10850","Renault","Renault Megane","Megane CC [梅甘娜 CC]"
"10851","Renault","Renault Megane","Megane R.S. [梅甘娜 R.S.]"
"10852","Renault","Renault Megane","Megane R.S. [梅甘娜R.S.]"
"10853","Renault","Renault Megane","Megane RS"
"10854","Renault","Renault Megane","Megane/梅甘娜"
"10855","Renault","Renault Megane","Renault Megane"
"10856","Renault","Renault Megane","雷诺梅甘娜"
"10857","Renault","Renault Megane","梅甘娜"
"10858","Renault","Renault Megane","梅甘娜Coupe"
"10859","Renault","Renault Megane","梅甘娜MEGANE"
"10860","Renault","Renault Megane","梅甘娜R.S."
"10861","Renault","Renault Megane","梅甘娜RS"
"10862","Renault","Renault Megane","梅甘娜-两厢"
"10863","Renault","Renault Megane","梅甘娜旅行车"
"10864","Renault","Renault Megane","梅甘娜-三厢"
"10865","Renault","Renault Scenic","Renault Scenic"
"10866","Renault","Renault Scenic","SCENIC"
"10867","Renault","Renault Scenic","Scenic [风景]"
"10868","Renault","Renault Scenic","风景"
"10869","Renault","Renault Scenic","风景SCENIC"
"10870","Renault","Renault Scenic","雷诺风景"
"10871","Renault","Renault SM3","Renault SM3"
"10872","Renault","Renault SM3","SM3"
"10873","Renault","Renault SM3","雷诺三星SM3"
"10874","Renault","Renault SM3","三星"
"10875","Renault","Renault SM3","三星SM3"
"10876","Renault","Renault SM5","Renault SM5"
"10877","Renault","Renault SM5","雷诺三星SM5"
"10878","Renault","Renault SM5","三星SM5"
"10879","Renault","Renault Talisman","Renault Talisman"
"10880","Renault","Renault Talisman","TALISMAN"
"10881","Renault","Renault Talisman","Talisman [塔利斯曼]"
"10882","Renault","Renault Talisman","雷诺塔利斯曼"
"10883","Renault","Renault Talisman","塔利斯曼"
"10884","Renault","Renault Talisman","塔利斯曼TALISMAN"
"10885","Renault","Renault Twingo","Renault Twingo"
"10886","Renault","Renault Twingo","Twingo"
"10887","Renault","Renault Twingo","雷诺Twingo"
"10888","Renault","Renault Twingo","俪人行TWINGO"
"10889","Renault","Renault Vel Satis","Renault Vel Satis"
"10890","Renault","Renault Vel Satis","Vel satis [威赛帝]"
"10891","Renault","Renault Vel Satis","雷诺威赛帝"
"10892","Renault","Renault Vel Satis","威赛帝"
"10893","Renault","Renault Vel Satis","威赛帝VELSATIS"
"10894","Rolls-Royce",NA,"ROLLS ROYCE"
"10895","Rolls-Royce",NA,"奔驰GLE级"
"10896","Rolls-Royce","Rolls-Royce Dawn","Dawn [曜影]"
"10897","Rolls-Royce","Rolls-Royce Dawn","Rolls-Royce Dawn"
"10898","Rolls-Royce","Rolls-Royce Dawn","劳斯莱斯曜影"
"10899","Rolls-Royce","Rolls-Royce Dawn","曜影"
"10900","Rolls-Royce","Rolls-Royce Dawn","曜影DAWN"
"10901","Rolls-Royce","Rolls-Royce Ghost","GHOST"
"10902","Rolls-Royce","Rolls-Royce Ghost","Ghost [古思特]"
"10903","Rolls-Royce","Rolls-Royce Ghost","Rolls-Royce Ghost"
"10904","Rolls-Royce","Rolls-Royce Ghost","古思特"
"10905","Rolls-Royce","Rolls-Royce Ghost","古思特GHOST"
"10906","Rolls-Royce","Rolls-Royce Ghost","古斯特"
"10907","Rolls-Royce","Rolls-Royce Ghost","劳斯莱斯古思特"
"10908","Rolls-Royce","Rolls-Royce Ghost","劳斯莱斯古斯特"
"10909","Rolls-Royce","Rolls-Royce Phantom","PHANTOM"
"10910","Rolls-Royce","Rolls-Royce Phantom","Phantom [幻影]"
"10911","Rolls-Royce","Rolls-Royce Phantom","Rolls-Royce Phantom"
"10912","Rolls-Royce","Rolls-Royce Phantom","幻影"
"10913","Rolls-Royce","Rolls-Royce Phantom","幻影PHANTOM"
"10914","Rolls-Royce","Rolls-Royce Phantom","劳斯莱斯幻影"
"10915","Rolls-Royce","Rolls-Royce Silver Seraph","Rolls-Royce Silver Seraph"
"10916","Rolls-Royce","Rolls-Royce Silver Seraph","劳斯莱斯天使"
"10917","Rolls-Royce","Rolls-Royce Silver Seraph","劳斯莱斯银天使"
"10918","Rolls-Royce","Rolls-Royce Silver Seraph","银天使SILVER SERAPH"
"10919","Rolls-Royce","Rolls-Royce Silver Spirit","Rolls-Royce Silver Spirit"
"10920","Rolls-Royce","Rolls-Royce Silver Spirit","劳斯莱斯银灵"
"10921","Rolls-Royce","Rolls-Royce Silver Spirit","银灵SILVER SPIRIT"
"10922","Rolls-Royce","Rolls-Royce Silver Supr","Rolls-Royce Silver Supr"
"10923","Rolls-Royce","Rolls-Royce Silver Supr","劳斯莱斯银刺"
"10924","Rolls-Royce","Rolls-Royce Silver Supr","银刺"
"10925","Rolls-Royce","Rolls-Royce Silver Supr","银刺SILVER SUPR"
"10926","Rolls-Royce","Rolls-Royce Wraith","Rolls-Royce Wraith"
"10927","Rolls-Royce","Rolls-Royce Wraith","WRAITH"
"10928","Rolls-Royce","Rolls-Royce Wraith","Wraith [魅影]"
"10929","Rolls-Royce","Rolls-Royce Wraith","劳斯莱斯魅影"
"10930","Rolls-Royce","Rolls-Royce Wraith","魅影"
"10931","Rolls-Royce","Rolls-Royce Wraith","魅影WRAITH"
"10932","Rover",NA,"Rover 75"
"10933","Rover",NA,"罗孚25"
"10934","Rover",NA,"罗孚600"
"10935","Rover","MG TF","MG TF"
"10936","Rover","MG TF","MGTF"
"10937","Rover","MG TF","罗孚MG TF"
"10938","Rover","Rover 75","75"
"10939","Rover","Rover 75","罗孚75"
"10940","RUF",NA,"如虎FREIHEIT"
"10941","RUF",NA,"如虎RT"
"10942","RUF",NA,"如虎RXL"
"10943","RUF","RUF CTR","CTR"
"10944","RUF","RUF CTR","CTR 3"
"10945","RUF","RUF CTR","RUF CTR"
"10946","RUF","RUF CTR","如虎 CTR 3"
"10947","RUF","RUF CTR","如虎CTR"
"10948","RUF","RUF XL","RUF XL"
"10949","RUF","RUF XL","XL"
"10950","RUF","RUF XL","如虎XL"
"10951","Saab",NA,"900"
"10952","Saab",NA,"9-2X"
"10953","Saab",NA,"9-7 X"
"10954","Saab",NA,"萨博900"
"10955","Saab",NA,"萨博9000"
"10956","Saab",NA,"萨博9-2"
"10957","Saab",NA,"萨博9-7"
"10958","Saab","Saab 9-3","9-3"
"10959","Saab","Saab 9-3","9-3 Convertible [9-3 敞篷]"
"10960","Saab","Saab 9-3","9-3 SportCombi [9-3 旅行车]"
"10961","Saab","Saab 9-3","9-3 X Cross"
"10962","Saab","Saab 9-3","9-3 旅行车"
"10963","Saab","Saab 9-3","9-3敞篷车"
"10964","Saab","Saab 9-3","9-3三厢"
"10965","Saab","Saab 9-3","SAAB 9-3"
"10966","Saab","Saab 9-3","SAAB 9-3/萨博9-3"
"10967","Saab","Saab 9-3","萨博93"
"10968","Saab","Saab 9-3","萨博9-3"
"10969","Saab","Saab 9-5","9-5"
"10970","Saab","Saab 9-5","9-5 SportCombi [9-5 旅行车]"
"10971","Saab","Saab 9-5","9-5三厢"
"10972","Saab","Saab 9-5","Saab 9-5"
"10973","Saab","Saab 9-5","萨博95"
"10974","Saab","Saab 9-5","萨博9-5"
"10975","SAIC",NA,"赛宝"
"10976","SAIC",NA,"上海轿车"
"10977","SAIC",NA,"上海汽车7000"
"10978","SAIC","MG 3","MG 3"
"10979","SAIC","MG 3","MG3"
"10980","SAIC","MG 3","MG3 Xross"
"10981","SAIC","MG 3","MG3SW"
"10982","SAIC","MG 3","名爵3"
"10983","SAIC","MG 3","名爵3系"
"10984","SAIC","MG 3","名爵3系SW"
"10985","SAIC","MG 3","名爵MG 3"
"10986","SAIC","MG 3","名爵MG3"
"10987","SAIC","MG 3SW","MG 3SW"
"10988","SAIC","MG 3SW","MG3 SW"
"10989","SAIC","MG 3SW","名爵3SW"
"10990","SAIC","MG 5","MG 5"
"10991","SAIC","MG 5","MG5"
"10992","SAIC","MG 5","名爵5"
"10993","SAIC","MG 5","名爵5系"
"10994","SAIC","MG 5","名爵MG 5"
"10995","SAIC","MG 5","名爵MG5"
"10996","SAIC","MG 6","MG 6"
"10997","SAIC","MG 6","MG 6两厢"
"10998","SAIC","MG 6","MG 6三厢"
"10999","SAIC","MG 6","MG6"
"11000","SAIC","MG 6","MG6 Fast-Back"
"11001","SAIC","MG 6","MG6 Magnette"
"11002","SAIC","MG 6","MG6 Saloon"
"11003","SAIC","MG 6","名爵6"
"11004","SAIC","MG 6","名爵6两厢"
"11005","SAIC","MG 6","名爵6系两厢"
"11006","SAIC","MG 6","名爵6系三厢"
"11007","SAIC","MG 6","名爵MG 6"
"11008","SAIC","MG 6","名爵MG6"
"11009","SAIC","MG 6 Sedan","MG 6 Sedan"
"11010","SAIC","MG 6 Sedan","名爵6三厢"
"11011","SAIC","MG 7","MG 7"
"11012","SAIC","MG 7","MG7"
"11013","SAIC","MG 7","名爵7"
"11014","SAIC","MG 7","名爵7系"
"11015","SAIC","MG 7","名爵MG 7"
"11016","SAIC","MG 7","名爵MG7"
"11017","SAIC","MG GS","GS"
"11018","SAIC","MG GS","MG GS"
"11019","SAIC","MG GS","名爵GS"
"11020","SAIC","MG GS","名爵锐腾"
"11021","SAIC","MG GS","锐腾"
"11022","SAIC","MG GT","GT"
"11023","SAIC","MG GT","MG GT"
"11024","SAIC","MG GT","名爵GT"
"11025","SAIC","MG GT","名爵MG GT"
"11026","SAIC","MG GT","名爵锐行"
"11027","SAIC","MG GT","锐行"
"11028","SAIC","MG GT","锐行(MG GT)"
"11029","SAIC","MG TF","MG TF"
"11030","SAIC","MG TF","MGTF"
"11031","SAIC","MG TF","TF"
"11032","SAIC","MG TF","名爵MG TF"
"11033","SAIC","MG TF","名爵TF"
"11034","SAIC","MG ZS","MG ZS"
"11035","SAIC","MG ZS","名爵ZS"
"11036","SAIC","Roewe 350","350"
"11037","SAIC","Roewe 350","350C"
"11038","SAIC","Roewe 350","350D"
"11039","SAIC","Roewe 350","350S"
"11040","SAIC","Roewe 350","350T"
"11041","SAIC","Roewe 350","Roewe 350"
"11042","SAIC","Roewe 350","荣威350"
"11043","SAIC","Roewe 360","360"
"11044","SAIC","Roewe 360","Roewe 360"
"11045","SAIC","Roewe 360","荣威360"
"11046","SAIC","Roewe 550","550"
"11047","SAIC","Roewe 550","550 Plug-in"
"11048","SAIC","Roewe 550","550D"
"11049","SAIC","Roewe 550","550G"
"11050","SAIC","Roewe 550","550S"
"11051","SAIC","Roewe 550","Roewe 550"
"11052","SAIC","Roewe 550","荣威550"
"11053","SAIC","Roewe 750","750"
"11054","SAIC","Roewe 750","750D"
"11055","SAIC","Roewe 750","750E"
"11056","SAIC","Roewe 750","750EX"
"11057","SAIC","Roewe 750","750FL"
"11058","SAIC","Roewe 750","750i"
"11059","SAIC","Roewe 750","750S"
"11060","SAIC","Roewe 750","Roewe 750"
"11061","SAIC","Roewe 750","荣威750"
"11062","SAIC","Roewe 950","950"
"11063","SAIC","Roewe 950","Roewe 950"
"11064","SAIC","Roewe 950","荣威950"
"11065","SAIC","Roewe E50","E50"
"11066","SAIC","Roewe E50","Roewe E50"
"11067","SAIC","Roewe E50","荣威E50"
"11068","SAIC","Roewe e550","e550"
"11069","SAIC","Roewe e550","Roewe e550"
"11070","SAIC","Roewe e550","荣威e550"
"11071","SAIC","Roewe e950","e950"
"11072","SAIC","Roewe e950","Roewe e950"
"11073","SAIC","Roewe e950","荣威E950"
"11074","SAIC","Roewe ei6","ei6"
"11075","SAIC","Roewe ei6","Roewe ei6"
"11076","SAIC","Roewe ei6","荣威ei6"
"11077","SAIC","Roewe eRX5","eRX5"
"11078","SAIC","Roewe eRX5","eRX5 插电混动"
"11079","SAIC","Roewe eRX5","ERX5 纯电动"
"11080","SAIC","Roewe eRX5","Roewe eRX5"
"11081","SAIC","Roewe eRX5","荣威eRX5"
"11082","SAIC","Roewe ERX5 EV","荣威ERX5 EV"
"11083","SAIC","Roewe i6","i6"
"11084","SAIC","Roewe i6","Roewe i6"
"11085","SAIC","Roewe i6","荣威i6"
"11086","SAIC","Roewe RX5","Roewe RX5"
"11087","SAIC","Roewe RX5","RX5"
"11088","SAIC","Roewe RX5","荣威RX5"
"11089","SAIC","Roewe W5","Roewe W5"
"11090","SAIC","Roewe W5","W5"
"11091","SAIC","Roewe W5","荣威W5"
"11092","SAIC Maxus",NA,"T60"
"11093","SAIC Maxus","SAIC Maxus D90","D90"
"11094","SAIC Maxus","SAIC Maxus D90","SAIC Maxus D90"
"11095","SAIC Maxus","SAIC Maxus D90","大通D90"
"11096","SAIC Maxus","SAIC Maxus Datong Ceprei","SAIC Maxus Datong Ceprei"
"11097","SAIC Maxus","SAIC Maxus Datong Ceprei","大通赛宝"
"11098","SAIC Maxus","SAIC Maxus Datong Ceprei","赛宝"
"11099","SAIC Maxus","SAIC Maxus EG10","SAIC Maxus EG10"
"11100","SAIC Maxus","SAIC Maxus EG10","大通EG10"
"11101","SAIC Maxus","SAIC Maxus EG10","上汽大通EG10"
"11102","SAIC Maxus","SAIC Maxus EV80","EV80"
"11103","SAIC Maxus","SAIC Maxus EV80","SAIC Maxus EV80"
"11104","SAIC Maxus","SAIC Maxus EV80","大通EV80"
"11105","SAIC Maxus","SAIC Maxus G10","G10"
"11106","SAIC Maxus","SAIC Maxus G10","Light Bus"
"11107","SAIC Maxus","SAIC Maxus G10","Maxus Light Bus"
"11108","SAIC Maxus","SAIC Maxus G10","SAIC Maxus G10"
"11109","SAIC Maxus","SAIC Maxus G10","大通G10"
"11110","SAIC Maxus","SAIC Maxus G10","上汽大通G10"
"11111","SAIC Maxus","SAIC Maxus V80","MAXUS V80"
"11112","SAIC Maxus","SAIC Maxus V80","MAXUS V80改装车"
"11113","SAIC Maxus","SAIC Maxus V80","SAIC Maxus V80"
"11114","SAIC Maxus","SAIC Maxus V80","V80"
"11115","SAIC Maxus","SAIC Maxus V80","V80改装车"
"11116","SAIC Maxus","SAIC Maxus V80","大通V80"
"11117","SAIC Maxus","SAIC Maxus V80","上汽大通V80"
"11118","SAM",NA,"GMC商务之星"
"11119","SAM",NA,"GMC育空特工一号"
"11120","SAM",NA,"奔驰商务之星"
"11121","SAM",NA,"凯迪拉克总统一号"
"11122","SAM",NA,"林肯领袖一号"
"11123","SAM",NA,"路虎皇家一号"
"11124","Seat",NA,"科多巴CORDOBA"
"11125","Seat","Seat Alhambra","Alhambra"
"11126","Seat","Seat Alhambra","Alhambra [欧悦搏]"
"11127","Seat","Seat Alhambra","Seat Alhambra"
"11128","Seat","Seat Alhambra","阿尔汉布拉ALHAMBRA"
"11129","Seat","Seat Alhambra","欧悦搏"
"11130","Seat","Seat Alhambra","欧悦搏ALHAMBRA"
"11131","Seat","Seat Alhambra","西雅特欧悦搏"
"11132","Seat","Seat Ibiza","Ibiza"
"11133","Seat","Seat Ibiza","Ibiza [伊比飒]"
"11134","Seat","Seat Ibiza","Seat Ibiza"
"11135","Seat","Seat Ibiza","西雅特伊比飒"
"11136","Seat","Seat Ibiza","西亚特Ibiza"
"11137","Seat","Seat Ibiza","伊比飒"
"11138","Seat","Seat Ibiza","伊比飒Ibiza"
"11139","Seat","Seat Leon","Leon"
"11140","Seat","Seat Leon","Seat Leon"
"11141","Seat","Seat Leon","利昂"
"11142","Seat","Seat Leon","利昂掀背"
"11143","Seat","Seat Leon","烈昂LEON"
"11144","Seat","Seat Leon","西雅特Leon"
"11145","Seat","Seat Leon","西亚特"
"11146","Seat","Seat Leon","西亚特LEON"
"11147","SGM-Buick",NA,"陆尊"
"11148","SGM-Buick",NA,"世纪"
"11149","SGM-Buick","Buick","Buick"
"11150","SGM-Buick","Buick","SGM-Buick"
"11151","SGM-Buick","Buick","别克"
"11152","SGM-Buick","Buick","别克G"
"11153","SGM-Buick","Buick","别克GL"
"11154","SGM-Buick","Buick","别克GLX "
"11155","SGM-Buick","Buick","别克GS "
"11156","SGM-Buick","Buick Avenue","Buick Avenue"
"11157","SGM-Buick","Buick Avenue","Park Avenue"
"11158","SGM-Buick","Buick Avenue","SGM-Buick Avenue"
"11159","SGM-Buick","Buick Avenue","别克林荫大道"
"11160","SGM-Buick","Buick Avenue","林荫大道"
"11161","SGM-Buick","Buick Enclave","Buick Enclave"
"11162","SGM-Buick","Buick Enclave","别克昂科雷"
"11163","SGM-Buick","Buick Encore","Buick Encore"
"11164","SGM-Buick","Buick Encore","ENCORE"
"11165","SGM-Buick","Buick Encore","SGM-Buick Encore"
"11166","SGM-Buick","Buick Encore","昂科拉"
"11167","SGM-Buick","Buick Encore","昂科拉ENCORE"
"11168","SGM-Buick","Buick Encore","别克昂科拉"
"11169","SGM-Buick","Buick Envision","Buick Envision"
"11170","SGM-Buick","Buick Envision","Envision"
"11171","SGM-Buick","Buick Envision","昂科威"
"11172","SGM-Buick","Buick Envision","昂科威ENVISION"
"11173","SGM-Buick","Buick Envision","别克昂科威"
"11174","SGM-Buick","Buick Excelle","Buick Excelle"
"11175","SGM-Buick","Buick Excelle","Excelle"
"11176","SGM-Buick","Buick Excelle","SGM-Buick Excelle"
"11177","SGM-Buick","Buick Excelle","别克凯越"
"11178","SGM-Buick","Buick Excelle","凯越"
"11179","SGM-Buick","Buick Excelle","凯越SW"
"11180","SGM-Buick","Buick Excelle","凯越旅行车"
"11181","SGM-Buick","Buick Excelle GT","Buick Excelle GT"
"11182","SGM-Buick","Buick Excelle GT","Excelle GT"
"11183","SGM-Buick","Buick Excelle GT","SGM-Buick Excelle GT"
"11184","SGM-Buick","Buick Excelle GT","别克英朗GT"
"11185","SGM-Buick","Buick Excelle GT","英朗"
"11186","SGM-Buick","Buick Excelle GT","英朗GT"
"11187","SGM-Buick","Buick Excelle HRV","Buick Excelle HRV"
"11188","SGM-Buick","Buick Excelle HRV","SGM-Buick Excelle HRV"
"11189","SGM-Buick","Buick Excelle HRV","别克凯越HRV"
"11190","SGM-Buick","Buick Excelle HRV","凯越HRV"
"11191","SGM-Buick","Buick Excelle XT","Buick Excelle XT"
"11192","SGM-Buick","Buick Excelle XT","Excelle XT"
"11193","SGM-Buick","Buick Excelle XT","Excelle XT/GT"
"11194","SGM-Buick","Buick Excelle XT","SGM-Buick Excelle XT"
"11195","SGM-Buick","Buick Excelle XT","别克英朗XT"
"11196","SGM-Buick","Buick Excelle XT","英朗XT"
"11197","SGM-Buick","Buick GL8","Buick GL8"
"11198","SGM-Buick","Buick GL8","GL8"
"11199","SGM-Buick","Buick GL8","GL8 ES 豪华商旅车"
"11200","SGM-Buick","Buick GL8","GL8 NG"
"11201","SGM-Buick","Buick GL8","GL8 豪华商务车"
"11202","SGM-Buick","Buick GL8","GL8 陆尊"
"11203","SGM-Buick","Buick GL8","GL8 商旅车"
"11204","SGM-Buick","Buick GL8","GL8 商务车"
"11205","SGM-Buick","Buick GL8","GL8陆尊"
"11206","SGM-Buick","Buick GL8","SGM-Buick GL8"
"11207","SGM-Buick","Buick GL8","别克GL8"
"11208","SGM-Buick","Buick GL8","新GL8"
"11209","SGM-Buick","Buick GL8 Avenir","Buick GL8 Avenir"
"11210","SGM-Buick","Buick GL8 Avenir","GL8 Avenir"
"11211","SGM-Buick","Buick GL8 Avenir","别克GL8 Avenir"
"11212","SGM-Buick","Buick LaCrosse","Buick LaCrosse"
"11213","SGM-Buick","Buick LaCrosse","Lacrosse"
"11214","SGM-Buick","Buick LaCrosse","Lacrosse (Junyue)"
"11215","SGM-Buick","Buick LaCrosse","New LaCROSSE"
"11216","SGM-Buick","Buick LaCrosse","SGM-Buick LaCrosse"
"11217","SGM-Buick","Buick LaCrosse","SGM-Buick LaCrosse eAssist"
"11218","SGM-Buick","Buick LaCrosse","别克君越"
"11219","SGM-Buick","Buick LaCrosse","君越"
"11220","SGM-Buick","Buick LaCrosse","君越eAssist"
"11221","SGM-Buick","Buick LaCrosse","全新君越"
"11222","SGM-Buick","Buick LaCrosse","新君越"
"11223","SGM-Buick","Buick Regal","Buick Regal"
"11224","SGM-Buick","Buick Regal","New Regal"
"11225","SGM-Buick","Buick Regal","Regal"
"11226","SGM-Buick","Buick Regal","SGM-Buick Regal"
"11227","SGM-Buick","Buick Regal","SGM-Buick Regal GS"
"11228","SGM-Buick","Buick Regal","别克君威"
"11229","SGM-Buick","Buick Regal","别克新世纪"
"11230","SGM-Buick","Buick Regal","君威"
