"","stdMake","stdModel","mapModel"
"2510","Changan Car","Changan Mini Bus","长安轻客"
"2511","Changan Car","Changan Mini Truck","Changan Mini Truck"
"2512","Changan Car","Changan Mini Truck","Mini Truck"
"2513","Changan Car","Changan Mini Van","Changan Mini Van"
"2514","Changan Car","Changan Mini Van","长安欧力威"
"2515","Changan Car","Changan Mini Van","长安微面"
"2516","Changan Car","Changan Mini Van","长安微型客车"
"2517","Changan Car","Changan Mini Van","欧力威"
"2518","Changan Car","Changan Mini Van","欧力威EV"
"2519","Changan Car","Changan Mini Van","欧力威X6"
"2520","Changan Car","Changan Oushang","Changan Oushang"
"2521","Changan Car","Changan Oushang","Oushang"
"2522","Changan Car","Changan Oushang","长安欧尚"
"2523","Changan Car","Changan Oushang","欧尚"
"2524","Changan Car","Changan Oushang A800","Changan Oushang A800"
"2525","Changan Car","Changan Oushang A800","长安欧尚A800"
"2526","Changan Car","Changan Oushang A800","欧尚A800"
"2527","Changan Car","Changan Raeton","Changan Raeton"
"2528","Changan Car","Changan Raeton","Raeton"
"2529","Changan Car","Changan Raeton","长安睿骋"
"2530","Changan Car","Changan Raeton","睿骋"
"2531","Changan Car","Changan Rambo","Changan Rambo"
"2532","Changan Car","Changan Rambo","长安都市彩虹"
"2533","Changan Car","Changan Rambo","都市彩虹"
"2534","Changan Car","Changan Ruixing","Changan Ruixing"
"2535","Changan Car","Changan Ruixing","长安睿行"
"2536","Changan Car","Changan Ruixing","睿行"
"2537","Changan Car","Changan Ruixing","睿行M70"
"2538","Changan Car","Changan Ruixing","睿行M80"
"2539","Changan Car","Changan Ruixing","睿行M90"
"2540","Changan Car","Changan Ruixing S50","Changan Ruixing S50"
"2541","Changan Car","Changan Ruixing S50","长安睿行S50"
"2542","Changan Car","Changan Ruixing S50","睿行S50"
"2543","Changan Car","Changan Ruixing S50","睿行S50T"
"2544","Changan Car","Changan Shenqi","Changan Shenqi"
"2545","Changan Car","Changan Shenqi","长安神骐"
"2546","Changan Car","Changan Shenqi","神骐"
"2547","Changan Car","Changan Shenqi","神骐F30"
"2548","Changan Car","Changan Shenqi","神骐F50"
"2549","Changan Car","Changan Shenqi","神骐T20"
"2550","Changan Car","Changan Star","Changan Star"
"2551","Changan Car","Changan Star","长安星光"
"2552","Changan Car","Changan Star","长安星光4500"
"2553","Changan Car","Changan Star","长安星卡"
"2554","Changan Car","Changan Star","长安星韵"
"2555","Changan Car","Changan Star","长安之星"
"2556","Changan Car","Changan Star","长安之星2"
"2557","Changan Car","Changan Star","长安之星Ⅱ代"
"2558","Changan Car","Changan Star","长安之星3"
"2559","Changan Car","Changan Star","长安之星7"
"2560","Changan Car","Changan Star","长安之星9"
"2561","Changan Car","Changan Star","长安之星S460"
"2562","Changan Car","Changan Star","绿色新星"
"2563","Changan Car","Changan Star","新长安之星"
"2564","Changan Car","Changan Star","星光"
"2565","Changan Car","Changan Star","星光4500"
"2566","Changan Car","Changan Star","星韵"
"2567","Changan Car","Changan Star","运动星"
"2568","Changan Car","Changan Star","运通"
"2569","Changan Car","Changan Taurus","Changan Taurus"
"2570","Changan Car","Changan Taurus","长安金牛星"
"2571","Changan Car","Changan Taurus","金牛星"
"2572","Changan Car","Changan Xiaoka","Changan Xiaoka"
"2573","Changan Car","Changan Xiaoka","长安轻卡"
"2574","Changan Car","Changan Xiaoka","长安小卡"
"2575","Changan Car","Changan Xingka","Changan Xingka"
"2576","Changan Car","Changan Xingka","长安微卡"
"2577","Changan Car","Changan Xingka","星卡"
"2578","Changan Car","Changan Xunlong","Changan Xunlong"
"2579","Changan Car","Changan Xunlong","长安勋龙"
"2580","Changan Car","Changan Xunlong","勋龙"
"2581","Changan Car","Changan Zhishang","Changan Zhishang"
"2582","Changan Car","Changan Zhishang","长安致尚"
"2583","Changan Car","Changan Zhishang","长安致尚XT"
"2584","Changan Car","Changan Zhishang","致尚"
"2585","Changan Car","Changan Zhishang","致尚XT"
"2586","Changan Car","Changan Zhixiang","Changan Zhixiang"
"2587","Changan Car","Changan Zhixiang","长安志翔"
"2588","Changan Car","Changan Zhixiang","志翔"
"2589","Changan Car","Changan Zhixiang","志翔HB"
"2590","Changan Car","Changan Zunxing","Changan Zunxing"
"2591","Changan Car","Changan Zunxing","长安尊行"
"2592","Changan Car","Changan Zunxing","尊行"
"2593","Changan Ford","Ford Ecosport","Changan Ford Ecosport"
"2594","Changan Ford","Ford Ecosport","Ecosport"
"2595","Changan Ford","Ford Ecosport","Ford Ecosport"
"2596","Changan Ford","Ford Ecosport","福特翼搏"
"2597","Changan Ford","Ford Ecosport","翼博"
"2598","Changan Ford","Ford Ecosport","翼搏"
"2599","Changan Ford","Ford Edge","Edge"
"2600","Changan Ford","Ford Edge","Ford Edge"
"2601","Changan Ford","Ford Edge","福特锐界"
"2602","Changan Ford","Ford Edge","锐界"
"2603","Changan Ford","Ford Escort","Escort"
"2604","Changan Ford","Ford Escort","Ford Escort"
"2605","Changan Ford","Ford Escort","福睿斯"
"2606","Changan Ford","Ford Escort","福睿斯HB"
"2607","Changan Ford","Ford Escort","福特福瑞斯"
"2608","Changan Ford","Ford Fiesta","Changan Ford Fiesta"
"2609","Changan Ford","Ford Fiesta","Changan Ford Fiesta Hatchback"
"2610","Changan Ford","Ford Fiesta","Fiesta"
"2611","Changan Ford","Ford Fiesta","Ford Fiesta"
"2612","Changan Ford","Ford Fiesta","福特嘉年华"
"2613","Changan Ford","Ford Fiesta","嘉年华"
"2614","Changan Ford","Ford Fiesta","嘉年华HB"
"2615","Changan Ford","Ford Fiesta","嘉年华两厢"
"2616","Changan Ford","Ford Fiesta","嘉年华-两厢"
"2617","Changan Ford","Ford Fiesta","新嘉年华两厢"
"2618","Changan Ford","Ford Fiesta Sedan","Changan Ford Fiesta Sedan"
"2619","Changan Ford","Ford Fiesta Sedan","Ford Fiesta Sedan"
"2620","Changan Ford","Ford Fiesta Sedan","福特嘉年华三厢"
"2621","Changan Ford","Ford Fiesta Sedan","嘉年华三厢"
"2622","Changan Ford","Ford Fiesta Sedan","嘉年华-三厢"
"2623","Changan Ford","Ford Fiesta Sedan","新嘉年华三厢"
"2624","Changan Ford","Ford Focus","Changan Ford Focus"
"2625","Changan Ford","Ford Focus","Changan Ford Focus Classic"
"2626","Changan Ford","Ford Focus","Changan Ford Focus Hatchback"
"2627","Changan Ford","Ford Focus","Focus"
"2628","Changan Ford","Ford Focus","Focus NG"
"2629","Changan Ford","Ford Focus","Ford Focus"
"2630","Changan Ford","Ford Focus","New Focus"
"2631","Changan Ford","Ford Focus","福克斯"
"2632","Changan Ford","Ford Focus","福克斯HB"
"2633","Changan Ford","Ford Focus","福克斯两厢"
"2634","Changan Ford","Ford Focus","福克斯-两厢"
"2635","Changan Ford","Ford Focus","福特福克斯"
"2636","Changan Ford","Ford Focus","福特福克斯经典"
"2637","Changan Ford","Ford Focus","福特经典福克斯"
"2638","Changan Ford","Ford Focus","经典福克斯"
"2639","Changan Ford","Ford Focus","经典福克斯-两厢"
"2640","Changan Ford","Ford Focus","新福克斯"
"2641","Changan Ford","Ford Focus","新福克斯两厢"
"2642","Changan Ford","Ford Focus Sedan","Changan Ford Focus Sedan"
"2643","Changan Ford","Ford Focus Sedan","Ford Focus Sedan"
"2644","Changan Ford","Ford Focus Sedan","福克斯三厢"
"2645","Changan Ford","Ford Focus Sedan","福克斯-三厢"
"2646","Changan Ford","Ford Focus Sedan","福特福克斯三厢"
"2647","Changan Ford","Ford Focus Sedan","经典福克斯-三厢"
"2648","Changan Ford","Ford Focus Sedan","新福克斯三厢"
"2649","Changan Ford","Ford Kuga","Changan Ford Kuga"
"2650","Changan Ford","Ford Kuga","Ford Kuga"
"2651","Changan Ford","Ford Kuga","Kuga"
"2652","Changan Ford","Ford Kuga","福特翼虎"
"2653","Changan Ford","Ford Kuga","福特翼虎（长安）"
"2654","Changan Ford","Ford Kuga","翼虎"
"2655","Changan Ford","Ford Mondeo","Changan Ford Mondeo"
"2656","Changan Ford","Ford Mondeo","Ford Mondeo"
"2657","Changan Ford","Ford Mondeo","Mondeo"
"2658","Changan Ford","Ford Mondeo","Mondeo zhisheng"
"2659","Changan Ford","Ford Mondeo","New Mondeo"
"2660","Changan Ford","Ford Mondeo","福特蒙迪欧"
"2661","Changan Ford","Ford Mondeo","福特蒙迪欧致胜"
"2662","Changan Ford","Ford Mondeo","福特蒙迪欧-致胜"
"2663","Changan Ford","Ford Mondeo","福特致胜"
"2664","Changan Ford","Ford Mondeo","蒙迪欧"
"2665","Changan Ford","Ford Mondeo","蒙迪欧 致胜"
"2666","Changan Ford","Ford Mondeo","蒙迪欧HEV"
"2667","Changan Ford","Ford Mondeo","蒙迪欧致胜"
"2668","Changan Ford","Ford Mondeo","蒙迪欧-致胜"
"2669","Changan Ford","Ford Mondeo","新蒙迪欧"
"2670","Changan Ford","Ford Mondeo","致胜"
"2671","Changan Ford","Ford S-MAX","Changan Ford S-MAX"
"2672","Changan Ford","Ford S-MAX","Ford S-MAX"
"2673","Changan Ford","Ford S-MAX","S-MAX"
"2674","Changan Ford","Ford S-MAX","福特麦柯斯"
"2675","Changan Ford","Ford S-MAX","麦柯斯"
"2676","Changan Ford","Ford S-MAX","麦柯斯S-MAX"
"2677","Changan Ford","Ford Taurus","Ford Taurus"
"2678","Changan Ford","Ford Taurus","Taurus"
"2679","Changan Ford","Ford Taurus","福特金牛座"
"2680","Changan Ford","Ford Taurus","金牛座"
"2681","Changan Kuayue",NA,"新豹MINI厢式车"
"2682","Changan Kuayue",NA,"勋龙"
"2683","Changan Kuayue","Kuayue","Kuayue"
"2684","Changan Kuayue","Kuayue","跨越"
"2685","Changan Kuayue","Kuayue","跨越王"
"2686","Changan Kuayue","Kuayue","跨越王厢式"
"2687","Changan Kuayue","Kuayue","跨越王箱式"
"2688","Changan Kuayue","Kuayue V3","Kuayue V3"
"2689","Changan Kuayue","Kuayue V3","V3"
"2690","Changan Kuayue","Kuayue V3","跨越V3"
"2691","Changan Kuayue","Kuayue V5","Kuayue V5"
"2692","Changan Kuayue","Kuayue V5","V5"
"2693","Changan Kuayue","Kuayue V5","长安V5"
"2694","Changan Kuayue","Kuayue V5","跨越V5"
"2695","Changan Kuayue","Kuayue V5","跨越V5厢式车"
"2696","Changan Kuayue","Xinbao","Xinbao"
"2697","Changan Kuayue","Xinbao","新豹"
"2698","Changan Kuayue","Xinbao","新豹2"
"2699","Changan Kuayue","Xinbao","新豹2厢式车"
"2700","Changan Kuayue","Xinbao","新豹MINI"
"2701","Changan Kuayue","Xinbao","新豹MINI箱式"
"2702","Changan Mazda",NA,"马自达CX-7"
"2703","Changan Mazda","Mazda 2","Changan Mazda 2"
"2704","Changan Mazda","Mazda 2","Mazda 2"
"2705","Changan Mazda","Mazda 2","Mazda2"
"2706","Changan Mazda","Mazda 2","Mazda2两厢"
"2707","Changan Mazda","Mazda 2","Mazda2三厢"
"2708","Changan Mazda","Mazda 2","长安马自达2"
"2709","Changan Mazda","Mazda 2","马自达2"
"2710","Changan Mazda","Mazda 2","马自达2HB"
"2711","Changan Mazda","Mazda 2","马自达2NB"
"2712","Changan Mazda","Mazda 2","马自达2劲翔"
"2713","Changan Mazda","Mazda 2","马自达2劲翔三厢"
"2714","Changan Mazda","Mazda 2","马自达2两厢"
"2715","Changan Mazda","Mazda 2 Sedan","Mazda 2 Sedan"
"2716","Changan Mazda","Mazda 2 Sedan","马自达2三厢"
"2717","Changan Mazda","Mazda 3","Changan Mazda 3"
"2718","Changan Mazda","Mazda 3","Changan Mazda 3 Sedan"
"2719","Changan Mazda","Mazda 3","CINTURX"
"2720","Changan Mazda","Mazda 3","Mazda 3"
"2721","Changan Mazda","Mazda 3","Mazda3"
"2722","Changan Mazda","Mazda 3","长安马自达3"
"2723","Changan Mazda","Mazda 3","马自达3"
"2724","Changan Mazda","Mazda 3","马自达3昂克赛拉三厢"
"2725","Changan Mazda","Mazda 3","马自达3星骋三厢 "
"2726","Changan Mazda","Mazda 3 Axela","Mazda 3 Axela"
"2727","Changan Mazda","Mazda 3 Axela","Mazda3 Axela"
"2728","Changan Mazda","Mazda 3 Axela","Mazda3 Axela昂克赛拉三厢"
"2729","Changan Mazda","Mazda 3 Axela","昂克赛拉"
"2730","Changan Mazda","Mazda 3 Axela","昂克赛拉三厢"
"2731","Changan Mazda","Mazda 3 Axela","马自达3 Axela昂克赛拉三厢"
"2732","Changan Mazda","Mazda 3 Axela","马自达3 Axela-三厢"
"2733","Changan Mazda","Mazda 3 Axela","马自达3 昂克赛拉"
"2734","Changan Mazda","Mazda 3 Axela","马自达3昂克赛拉"
"2735","Changan Mazda","Mazda 3 Axela Hatchback","Mazda 3 Axela Hatchback"
"2736","Changan Mazda","Mazda 3 Axela Hatchback","Mazda3 Axela昂克赛拉两厢"
"2737","Changan Mazda","Mazda 3 Axela Hatchback","昂克赛拉两厢"
"2738","Changan Mazda","Mazda 3 Axela Hatchback","马自达3 Axela昂克赛拉两厢"
"2739","Changan Mazda","Mazda 3 Axela Hatchback","马自达3 Axela-两厢"
"2740","Changan Mazda","Mazda 3 Axela Hatchback","马自达3昂克赛拉两厢"
"2741","Changan Mazda","Mazda 3 Hatchback","Changan Mazda 3 Hatchback"
"2742","Changan Mazda","Mazda 3 Hatchback","Mazda 3 Hatchback"
"2743","Changan Mazda","Mazda 3 Hatchback","马自达3HB"
"2744","Changan Mazda","Mazda 3 Hatchback","马自达3两厢"
"2745","Changan Mazda","Mazda 3 Xingcheng","Mazda 3 Xingcheng"
"2746","Changan Mazda","Mazda 3 Xingcheng","Mazda3 Xingcheng"
"2747","Changan Mazda","Mazda 3 Xingcheng","Mazda3星骋三厢"
"2748","Changan Mazda","Mazda 3 Xingcheng","马自达3 星骋"
"2749","Changan Mazda","Mazda 3 Xingcheng","马自达3星骋"
"2750","Changan Mazda","Mazda 3 Xingcheng","马自达3星骋-三厢"
"2751","Changan Mazda","Mazda 3 Xingcheng","星骋"
"2752","Changan Mazda","Mazda 3 Xingcheng","星骋三厢"
"2753","Changan Mazda","Mazda 3 Xingcheng Hatchback","Mazda 3 Xingcheng Hatchback"
"2754","Changan Mazda","Mazda 3 Xingcheng Hatchback","Mazda3星骋两厢"
"2755","Changan Mazda","Mazda 3 Xingcheng Hatchback","马自达3 星骋两厢"
"2756","Changan Mazda","Mazda 3 Xingcheng Hatchback","马自达3星骋HB"
"2757","Changan Mazda","Mazda 3 Xingcheng Hatchback","马自达3星骋NB"
"2758","Changan Mazda","Mazda 3 Xingcheng Hatchback","马自达3星骋两厢"
"2759","Changan Mazda","Mazda 3 Xingcheng Hatchback","马自达3星骋-两厢"
"2760","Changan Mazda","Mazda 3 Xingcheng Hatchback","星骋两厢"
"2761","Changan Mazda","Mazda CX-5","Changan Mazda CX5"
"2762","Changan Mazda","Mazda CX-5","CX-5"
"2763","Changan Mazda","Mazda CX-5","Mazda CX-5"
"2764","Changan Mazda","Mazda CX-5","长安马自达CX-5"
"2765","Changan Mazda","Mazda CX-5","国产CX-5"
"2766","Changan Mazda","Mazda CX-5","马自达 CX-5"
"2767","Changan Mazda","Mazda CX-5","马自达CX5"
"2768","Changan Mazda","Mazda CX-5","马自达CX-5"
"2769","Changan Peugeot-Citroen","Citroen DS 4S","Citroen DS 4S"
"2770","Changan Peugeot-Citroen","Citroen DS 4S","DS 4S"
"2771","Changan Peugeot-Citroen","Citroen DS 4S","谛艾仕DS 4S"
"2772","Changan Peugeot-Citroen","Citroen DS 4S","雪铁龙DS 4S"
"2773","Changan Peugeot-Citroen","Citroen DS 5","Citroen DS 5"
"2774","Changan Peugeot-Citroen","Citroen DS 5","Citroen DS5"
"2775","Changan Peugeot-Citroen","Citroen DS 5","DS 5"
"2776","Changan Peugeot-Citroen","Citroen DS 5","DS5"
"2777","Changan Peugeot-Citroen","Citroen DS 5","谛艾仕DS 5"
"2778","Changan Peugeot-Citroen","Citroen DS 5","谛艾仕DS5"
"2779","Changan Peugeot-Citroen","Citroen DS 5","雪铁龙DS 5"
"2780","Changan Peugeot-Citroen","Citroen DS 5","雪铁龙DS5"
"2781","Changan Peugeot-Citroen","Citroen DS 5","雪铁龙DS5两厢"
"2782","Changan Peugeot-Citroen","Citroen DS 5LS","Citroen DS 5LS"
"2783","Changan Peugeot-Citroen","Citroen DS 5LS","DS 5LS"
"2784","Changan Peugeot-Citroen","Citroen DS 5LS","DS5 LS"
"2785","Changan Peugeot-Citroen","Citroen DS 5LS","谛艾仕DS 5LS"
"2786","Changan Peugeot-Citroen","Citroen DS 5LS","谛艾仕DS5LS"
"2787","Changan Peugeot-Citroen","Citroen DS 5LS","雪铁龙DS 5LS"
"2788","Changan Peugeot-Citroen","Citroen DS 5LS","雪铁龙DS 5LS三厢"
"2789","Changan Peugeot-Citroen","Citroen DS 6","Citroen DS 6"
"2790","Changan Peugeot-Citroen","Citroen DS 6","DS 6"
"2791","Changan Peugeot-Citroen","Citroen DS 6","DS 6WR"
"2792","Changan Peugeot-Citroen","Citroen DS 6","DS6"
"2793","Changan Peugeot-Citroen","Citroen DS 6","DS6 WR"
"2794","Changan Peugeot-Citroen","Citroen DS 6","谛艾仕DS 6"
"2795","Changan Peugeot-Citroen","Citroen DS 6","谛艾仕DS6"
"2796","Changan Peugeot-Citroen","Citroen DS 6","雪铁龙DS 6"
"2797","Changan Peugeot-Citroen","Citroen DS 6","雪铁龙DS6"
"2798","Changan Suzuki","Suzuki Alivio","ALIVIO"
"2799","Changan Suzuki","Suzuki Alivio","Suzuki Alivio"
"2800","Changan Suzuki","Suzuki Alivio","铃木启悦"
"2801","Changan Suzuki","Suzuki Alivio","启悦"
"2802","Changan Suzuki","Suzuki Alto","Alto/A-Star"
"2803","Changan Suzuki","Suzuki Alto","Changan Suzuki Alto"
"2804","Changan Suzuki","Suzuki Alto","Suzuki Alto"
"2805","Changan Suzuki","Suzuki Alto","奥拓"
"2806","Changan Suzuki","Suzuki Alto","长安奥拓"
"2807","Changan Suzuki","Suzuki Alto","铃木奥拓"
"2808","Changan Suzuki","Suzuki Alto","新奥拓"
"2809","Changan Suzuki","Suzuki Ignis","Ignis"
"2810","Changan Suzuki","Suzuki Ignis","Suzuki Ignis"
"2811","Changan Suzuki","Suzuki Ignis","铃木Ignis"
"2812","Changan Suzuki","Suzuki Lingyang","Changan Suzuki Lingyang"
"2813","Changan Suzuki","Suzuki Lingyang","Lingyang"
"2814","Changan Suzuki","Suzuki Lingyang","Suzuki Lingyang"
"2815","Changan Suzuki","Suzuki Lingyang","铃木羚羊"
"2816","Changan Suzuki","Suzuki Lingyang","羚羊"
"2817","Changan Suzuki","Suzuki S-Cross","Changan Suzuki S-Cross"
"2818","Changan Suzuki","Suzuki S-Cross","S-Cross"
"2819","Changan Suzuki","Suzuki S-Cross","Suzuki S-Cross"
"2820","Changan Suzuki","Suzuki S-Cross","锋驭"
"2821","Changan Suzuki","Suzuki S-Cross","铃木锋驭"
"2822","Changan Suzuki","Suzuki S-Cross Xiaotu","Suzuki S-Cross Xiaotu"
"2823","Changan Suzuki","Suzuki S-Cross Xiaotu","铃木骁途"
"2824","Changan Suzuki","Suzuki S-Cross Xiaotu","骁途"
"2825","Changan Suzuki","Suzuki Swift","Changan Suzuki Swift"
"2826","Changan Suzuki","Suzuki Swift","Lingyang (Swift)"
"2827","Changan Suzuki","Suzuki Swift","Suzuki Swift"
"2828","Changan Suzuki","Suzuki Swift","Swift"
"2829","Changan Suzuki","Suzuki Swift","Swift (Ignis)"
"2830","Changan Suzuki","Suzuki Swift","铃木雨燕"
"2831","Changan Suzuki","Suzuki Swift","雨燕"
"2832","Changan Suzuki","Suzuki SX4","Changan Suzuki SX4"
"2833","Changan Suzuki","Suzuki SX4","Changan Suzuki SX4 Hatchback"
"2834","Changan Suzuki","Suzuki SX4","Suzuki SX4"
"2835","Changan Suzuki","Suzuki SX4","SX4"
"2836","Changan Suzuki","Suzuki SX4","Tianyu SX4"
"2837","Changan Suzuki","Suzuki SX4","铃木SX4"
"2838","Changan Suzuki","Suzuki SX4","铃木天语"
"2839","Changan Suzuki","Suzuki SX4","铃木天语SX4"
"2840","Changan Suzuki","Suzuki SX4","尚悦"
"2841","Changan Suzuki","Suzuki SX4","天语"
"2842","Changan Suzuki","Suzuki SX4","天语 SX4"
"2843","Changan Suzuki","Suzuki SX4","天语 尚悦"
"2844","Changan Suzuki","Suzuki SX4","天语·尚悦"
"2845","Changan Suzuki","Suzuki SX4","天语SX4"
"2846","Changan Suzuki","Suzuki SX4","天语SX4 两厢"
"2847","Changan Suzuki","Suzuki SX4","天语SX4HB"
"2848","Changan Suzuki","Suzuki SX4","天语SX4两厢"
"2849","Changan Suzuki","Suzuki SX4","天语SX4-两厢"
"2850","Changan Suzuki","Suzuki SX4","天语SX4锐骑"
"2851","Changan Suzuki","Suzuki SX4","天语SX4尚悦"
"2852","Changan Suzuki","Suzuki SX4","天语尚悦"
"2853","Changan Suzuki","Suzuki SX4 Sedan","Suzuki SX4 Sedan"
"2854","Changan Suzuki","Suzuki SX4 Sedan","铃木天语三厢"
"2855","Changan Suzuki","Suzuki SX4 Sedan","天语SX4三厢"
"2856","Changan Suzuki","Suzuki SX4 Sedan","天语SX4-三厢"
"2857","Changan Suzuki","Suzuki Vitara","Suzuki Vitara"
"2858","Changan Suzuki","Suzuki Vitara","Vitara"
"2859","Changan Suzuki","Suzuki Vitara","铃木维特拉"
"2860","Changan Suzuki","Suzuki Vitara","维特拉"
"2861","Changfeng Yangzi",NA,"飞扬皮卡"
"2862","Changfeng Yangzi",NA,"福铃"
"2863","Changfeng Yangzi",NA,"金麒麟"
"2864","Changfeng Yangzi","Yangzi DUV","Changfeng Yangzi DUV"
"2865","Changfeng Yangzi","Yangzi DUV","Yangzi DUV"
"2866","Changfeng Yangzi","Yangzi DUV","长丰DUV"
"2867","Changfeng Yangzi","Yangzi DUV","长丰扬子DUV"
"2868","Changfeng Yangzi","Yangzi DUV","扬子DUV"
"2869","Changfeng Yangzi","Yangzi Feiling","Changfeng Yangzi Feiling"
"2870","Changfeng Yangzi","Yangzi Feiling","Yangzi Feiling"
"2871","Changfeng Yangzi","Yangzi Feiling","飞铃"
"2872","Changfeng Yangzi","Yangzi Feiling","飞铃SUV"
"2873","Changfeng Yangzi","Yangzi Feiling","飞铃皮卡"
"2874","Changfeng Yangzi","Yangzi Feiling","扬子SUV"
