"","modelIdx","stdMake","stdModel","cp","amo","Segment","Subsegment","var","highprice","meanprice","lowprice"
"591",120,"Changan Car","Changan Alsvin V3","Changan CarChangan Alsvin V3",13150,"Passenger Car","Compact Basic",27,0.529,0.483444444444444,0.439
"592",153,"Changan Peugeot-Citroen","Citroen DS 5","Changan Peugeot-CitroenCitroen DS 5",266,"Luxury Car","Compact Luxury",38,3.459,2.644,2.199
"593",155,"Changan Suzuki","Suzuki Lingyang","Changan SuzukiSuzuki Lingyang",3,"Passenger Car","Compact Basic",110,1.248,0.6148,0.388
"594",170,"Greatwall","Haval H8","GreatwallHaval H8",4553,"SUV","Midsize SUV",68,2.568,2.21741176470588,1.838
"595",183,"Greatwall","Greatwall Tengyi C30","GreatwallGreatwall Tengyi C30",4398,"Passenger Car","Midsize Basic",119,0.835,0.708075630252101,0.549
"596",185,"Greatwall","Greatwall Tengyi V80","GreatwallGreatwall Tengyi V80",1,"MPV","Compact MPV",84,1.148,0.908452380952381,0.698
"597",204,"Chery","Chery Fulwin","CheryChery Fulwin",360,"Passenger Car","Compact",171,1.218,0.744491228070175,0.429
"598",216,"Chery","Riich X1","CheryRiich X1",1,"SUV","Compact SUV",47,0.678,0.600765957446808,0.528
"599",271,"Dongfeng Citroen","Citroen C5","Dongfeng CitroenCitroen C5",1838,"Passenger Car","Midsize Upper",142,3.009,2.1427323943662,1.699
"600",286,"Dongfeng Honda","Honda Civic","Dongfeng HondaHonda Civic",99683,"Passenger Car","Midsize",184,2.698,1.60061956521739,1.159
"601",296,"Dongfeng Nissan","Nissan Murano","Dongfeng NissanNissan Murano",11958,"SUV","Midsize SUV",48,4.888,3.29320833333333,2.388
"602",346,"FAW Audi","Audi A4L","FAW AudiAudi A4L",55968,"Luxury Car","Compact Luxury",363,5.781,3.68531542699724,2.71
"603",354,"FAW Car","Besturn X80","FAW CarBesturn X80",8194,"SUV","Midsize SUV",105,1.818,1.42219047619048,0.998
"604",359,"FAW Car","FAW Olay","FAW CarFAW Olay",5,"Passenger Car","Compact",56,0.898,0.743535714285714,0.628
"605",396,"FAW Volkswagen","Volkswagen Jetta","FAW VolkswagenVolkswagen Jetta",157696,"Passenger Car","Midsize Basic",452,1.875,1.03531848552339,0.721
"606",411,"Ford","Ford E Class","FordFord E Class",41,"MPV","Large MPV",14,22.88,17.1228571428571,13.5
"607",465,"Geely","Geely Freedom Ship","GeelyGeely Freedom Ship",14,"Passenger Car","Compact",276,0.698,0.492123188405797,0.349
"608",467,"Geely","Gleagle GX7","GeelyGleagle GX7",521,"SUV","Midsize SUV",155,1.319,1.03861290322581,0.699
"609",507,"Hafei","Hafei Saima","HafeiHafei Saima",1,"Passenger Car","Compact Basic",76,1.058,0.75875,0.598
"610",510,"Haima","Haima 7","HaimaHaima 7",3,"SUV","Midsize SUV",61,1.528,1.29062295081967,1.058
"611",556,"JAC","JAC Refine M3","JACJAC Refine M3",24120,"MPV","Midsize MPV",713,2.118,1.42148667601683,0.698
"612",566,"Jaguar","Jaguar XF","JaguarJaguar XF",85,"Luxury Car","Midsize Luxury",86,14.11,7.00790697674419,5.18
"613",591,"JMC","JMC Baowei","JMCJMC Baowei",1,"SUV","Midsize SUV",47,1.098,1.02693617021277,0.918
"614",598,"Kia","Kia Carens","KiaKia Carens",130,"Passenger Car","Compact",115,2.068,1.65109565217391,1.246
"615",602,"Kia","Kia Sorento","KiaKia Sorento",1463,"SUV","Large SUV",395,3.678,2.86220253164557,2.228
"616",611,"Land Rover","Land Rover Freelander","Land RoverLand Rover Freelander",25,"Luxury SUV","Compact Luxury SUV",82,6.88,5.56756097560976,3.98
"617",620,"Landwind","Landwind X9","LandwindLandwind X9",1,"SUV","Compact SUV",91,1.658,1.37916483516484,1.028
"618",621,"Toyota","Lexus CT","ToyotaLexus CT",3421,"Luxury Car","Compact Luxury",58,4.45,3.28,2.69
"619",633,"Lifan","Lifan 520","LifanLifan 520",1,"Passenger Car","Compact Basic",275,0.788,0.572414545454545,0.399
"620",647,"Lotus","Lotus Elise","LotusLotus Elise",5,"Sports Car","Compact Sports",26,8.85,7.76730769230769,5.8
"621",684,"Mercedes-Benz","Mercedes-Benz G-Class","Mercedes-BenzMercedes-Benz G-Class",1263,"Luxury SUV","Midsize Luxury SUV",28,17.98,15.3085714285714,11.2
"622",695,"Mercedes-Benz","Mercedes-Benz SL-Class","Mercedes-BenzMercedes-Benz SL-Class",50,"Luxury Car","Large Luxury",51,25.68,15.5652941176471,10.68
"623",858,"Shanghai Volkswagen","Volkswagen Tiguan","Shanghai VolkswagenVolkswagen Tiguan",168217,"SUV","Midsize SUV",169,3.598,2.53344378698225,1.898
"624",895,"Southeast","Southeast V5 Lingzhi","SoutheastSoutheast V5 Lingzhi",2386,"Passenger Car","Midsize Basic",150,1.108,0.83828,0.659
"625",909,"Ssangyong","Ssangyong Rodius","SsangyongSsangyong Rodius",16,"MPV","Midsize MPV",64,4.26,2.91065625,2.198
"626",912,"Subaru","Subaru Impreza","SubaruSubaru Impreza",10,"Passenger Car","Compact",99,5.2,3.16939393939394,1.998
"627",937,"Toyota","Toyota FJ Cruiser","ToyotaToyota FJ Cruiser",331,"SUV","Midsize SUV",19,5.468,5.30115789473684,5.09
"628",977,"Volvo","Volvo XC60","VolvoVolvo XC60",70,"Luxury SUV","Compact Luxury SUV",89,6.78,5.24491764705882,3.899
"629",984,"Yongyuan","Yongyuan A380","YongyuanYongyuan A380",52,"SUV","Compact SUV",123,1.058,0.878560975609756,0.599
"630",989,"Youngman","Lotus L3","YoungmanLotus L3",22,"Passenger Car","Midsize Basic",253,1.256,0.895905138339921,0.638
"631",994,"Haima","Haima M3","HaimaHaima M3",10233,"Passenger Car","Midsize Basic",89,0.898,0.687370786516854,0.499
"632",1016,"Zhonghua","Zhonghua V5","ZhonghuaZhonghua V5",1760,"SUV","Midsize SUV",152,1.658,1.22418421052632,0.898
"633",1020,"Zotye","Zotye Jiangnan TT","ZotyeZotye Jiangnan TT",107,"Passenger Car","Compact Mini",21,0.258,0.234666666666667,0.208
"634",1048,"Hyundai","Hyundai Coupe","HyundaiHyundai Coupe",1,"Passenger Car","Sporty",74,3.696,2.50009459459459,1.78
"635",1081,"BMW","BMW X6 M","BMWBMW X6 M",45,"Luxury SUV","Large Luxury SUV",19,22.38,21.6831578947368,19.28
"636",1125,"BMW Brilliance","BMW 3 Series","BMW BrillianceBMW 3 Series",71123,"Luxury Car","Compact Luxury",294,6.078,4.02993537414966,2.83
"637",1129,"Fujian Mercedes-Benz","Mercedes-Benz Viano","Fujian Mercedes-BenzMercedes-Benz Viano",345,"MPV","Large MPV",71,6.89,5.14069014084507,3.98
"638",1205,"GAC Fiat","Fiat Ottimo","GAC FiatFiat Ottimo",828,"Passenger Car","Midsize",58,1.688,1.36524137931034,1.008
"639",1210,"Changan Peugeot-Citroen","Citroen DS 5LS","Changan Peugeot-CitroenCitroen DS 5LS",682,"Luxury Car","Compact Luxury",50,2.469,1.89942,1.469
"640",1237,"BAIC Motor","BAIC 307","BAIC MotorBAIC 307",1432,"Van","Mini Van",60,0.518,0.476333333333333,0.438
"641",1270,"GAC","Trumpchi GA5","GACTrumpchi GA5",1052,"Passenger Car","Midsize",73,2.193,1.55046575342466,1.058
"642",1274,"GMC","GMC Savana","GMCGMC Savana",171,"MPV","Large MPV",123,16.6,12.0997435897436,6.58
"643",1279,"Haima","Haima Huangdong","HaimaHaima Huangdong",2,"Passenger Car","Compact",60,1.066,0.939,0.796
"644",1290,"Chrysler","Jeep Grand Cherokee SRT","ChryslerJeep Grand Cherokee SRT",6,"SUV","Large SUV",NA,NA,NA,NA
"645",1437,"Honda","Honda CR-V","HondaHonda CR-V",1,"SUV","Midsize SUV",22,2.6,2.33181818181818,2.1
"646",1481,"BMW","BMW i3","BMWBMW i3",424,"Luxury Car","Compact Luxury",14,5.228,4.676,4.168
"647",1489,"Greatwall","Haval H9","GreatwallHaval H9",6598,"SUV","Large SUV",55,2.728,2.44145454545455,2.098
"648",1492,"Toyota","Lexus NX","ToyotaLexus NX",14090,"Luxury SUV","Compact Luxury SUV",32,5.99,4.4996875,3.18
"649",1506,"Tianjin FAW","Tianjin FAW Xiali N7","Tianjin FAWTianjin FAW Xiali N7",57,"Passenger Car","Compact",44,0.539,0.493318181818182,0.459
"650",1513,"Bentley","Bentley Continental GT","BentleyBentley Continental GT",292,"Luxury Car","Large Luxury",80,52.68,37.973,30.48
"651",1540,"FAW Mazda","Mazda CX-7","FAW MazdaMazda CX-7",30,"SUV","Midsize SUV",32,2.738,1.9455,1.598
"652",1550,"Hyundai","Hyundai Genesis","HyundaiHyundai Genesis",51,"Passenger Car","Large",48,6.488,4.966,3.78
"653",1628,"Isuzu","Isuzu Jingjizhe","IsuzuIsuzu Jingjizhe",16,"SUV","Midsize SUV",35,2.58,2.07777142857143,1.81
"654",1642,"Beijing Hyundai","ShouWang","Beijing HyundaiShouWang",4,"Sports Car","Compact Sports",NA,NA,NA,NA
"655",1663,"Dongfeng Yueda Kia","Kia K4","Dongfeng Yueda KiaKia K4",10786,"Passenger Car","Midsize",76,1.898,1.60142105263158,1.288
"656",1670,"SAIC","MG GT","SAICMG GT",7486,"Passenger Car","Compact",45,1.499,1.089,0.779
"657",1671,"SGM-Buick","Buick Envision","SGM-BuickBuick Envision",104867,"SUV","Midsize SUV",48,3.499,2.77441666666667,2.099
"658",1672,"Sichuan","Sichuan T70","SichuanSichuan T70",12318,"SUV","Compact SUV",37,2.398,1.05789189189189,0.666
"659",1691,"Southeast Mitsubishi","Mitsubishi Lancer EX","Southeast MitsubishiMitsubishi Lancer EX",1069,"Passenger Car","Compact",163,1.698,1.30068711656442,0.958
"660",1696,"BAIC Yinxiang","BAIC Huansu S3","BAIC YinxiangBAIC Huansu S3",7485,"SUV","Compact SUV",53,0.728,0.646490566037736,0.538
"661",1742,"Chery","Chery Tiggo 5","CheryChery Tiggo 5",6815,"SUV","Compact SUV",93,1.519,1.13947311827957,0.888
"662",1805,"GAC Gonow","GAC Gonow GX6","GAC GonowGAC Gonow GX6",5,"SUV","Midsize SUV",27,1.468,1.15688888888889,0.828
"663",1837,"Volkswagen","Volkswagen UP!","VolkswagenVolkswagen UP!",30,"Passenger Car","Compact Mini",6,1.299,1.234,1.169
"664",1872,"JMC Ford","Ford Everest","JMC FordFord Everest",5314,"SUV","Midsize SUV",30,3.608,3.03933333333333,2.658
"665",1934,"Geely","Geely GC9","GeelyGeely GC9",19034,"Passenger Car","Midsize",37,2.298,1.55097297297297,1.198
"666",1991,"BMW","BMW 2 Series Gran Tourer","BMWBMW 2 Series Gran Tourer",1058,"MPV","Midsize MPV",6,3.299,3.099,2.899
"667",1992,"JAC","JAC Refine S3","JACJAC Refine S3",35863,"SUV","Compact SUV",68,0.958,0.774470588235294,0.658
"668",2029,"Ford","Lincoln Continental","FordLincoln Continental",2745,"Luxury Car","Large Luxury",10,6.138,5.048,4.188
"669",2046,"Ssangyong","Ssangyong Tivolan","SsangyongSsangyong Tivolan",75,"SUV","Compact SUV",18,1.898,1.57633333333333,1.298
"670",2064,"Kia","Kia Niro","KiaKia Niro",902,"SUV","Compact SUV",6,1.898,1.69133333333333,1.498
"671",2087,"Mercedes-Benz","Mercedes-Benz GLC-Class","Mercedes-BenzMercedes-Benz GLC-Class",4969,"Luxury SUV","Midsize Luxury SUV",10,6.38,4.4392,2.699
"672",2110,"SGM-Chevrolet","Chevrolet Lova RV","SGM-ChevroletChevrolet Lova RV",3275,"Passenger Car","Compact Basic",14,0.999,0.887571428571429,0.749
"673",2125,"Changan Suzuki","Suzuki Vitara","Changan SuzukiSuzuki Vitara",14934,"SUV","Compact SUV",22,1.598,1.32618181818182,0.998
"674",2126,"Mercedes-Benz","Mercedes-Benz GLE AMG","Mercedes-BenzMercedes-Benz GLE AMG",43,"Luxury SUV","Midsize Luxury SUV",13,19.88,15.2373846153846,4.803
"675",2143,"Beijing Mercedes-Benz","Mercedes-Benz GLC-Class","Beijing Mercedes-BenzMercedes-Benz GLC-Class",63956,"Luxury SUV","Midsize Luxury SUV",20,5.79,4.669,3.96
"676",2161,"Dongfeng Nissan","Nissan Maxima","Dongfeng NissanNissan Maxima",858,"Passenger Car","Large",6,2.678,2.508,2.348
"677",2165,"SAIC","Roewe e550","SAICRoewe e550",2333,"Passenger Car","Midsize",2,2.398,2.398,2.398
"678",2169,"SGM-Buick","Buick Verano GS","SGM-BuickBuick Verano GS",1952,"Passenger Car","Midsize",9,2.059,1.82566666666667,1.659
"679",2171,"Chery","Riich X3","CheryRiich X3",8859,"SUV","Compact SUV",31,0.969,0.813225806451613,0.666
"680",2183,"JMC","JMC E200","JMCJMC E200",2388,"Passenger Car","Compact Mini",2,1.358,1.343,1.328
"681",2184,"Nissan","Nissan Xterra","NissanNissan Xterra",1,"SUV","Compact SUV",NA,NA,NA,NA
"682",2186,"Dongfeng Renault","Renault Kadjar","Dongfeng RenaultRenault Kadjar",14224,"SUV","Compact SUV",24,2.198,1.8105,1.398
"683",2199,"Huatai","Huatai iEV230","HuataiHuatai iEV230",12,"Passenger Car","Compact",12,2.255,2.04583333333333,1.865
"684",2212,"Dongfeng","Future SX6","DongfengFuture SX6",18695,"SUV","Midsize SUV",18,1.029,0.851222222222222,0.699
"685",2243,"Mercedes-Benz","Mercedes-Benz SLC-Class","Mercedes-BenzMercedes-Benz SLC-Class",327,"Luxury Car","Large Luxury",6,6.88,6.142,5.596
"686",2284,"BAIC Yinxiang","BAIC Huansu S3L","BAIC YinxiangBAIC Huansu S3L",30773,"SUV","Compact SUV",4,0.698,0.683,0.668
"687",2319,"Youngman","Youngman Maidi i3","YoungmanYoungman Maidi i3",10,"Passenger Car","Compact Mini",NA,NA,NA,NA
"688",2325,"JMC","JMC E160","JMCJMC E160",562,"Passenger Car","Compact",2,1.398,1.383,1.368
"689",2343,"GAC","Trumpchi GS7","GACTrumpchi GS7",6,"SUV","Midsize SUV",NA,NA,NA,NA
"690",2371,"SAIC","MG ZS","SAICMG ZS",21679,"SUV","Midsize SUV",10,1.158,0.95,0.738
"691",2394,"Greatwall","Haval H7L","GreatwallHaval H7L",4664,"SUV","Midsize SUV",NA,NA,NA,NA
"692",2395,"JAC","JAC iEV6E","JACJAC iEV6E",6991,"SUV","Compact SUV",2,1.285,1.235,1.185
"693",2420,"Changan Car","Changan Linmax","Changan CarChangan Linmax",5909,"MPV","Midsize MPV",3,0.809,0.739,0.679
"694",2535,"BAIC Motor","BAIC EH Series","BAIC MotorBAIC EH Series",99,"Passenger Car","Midsize",2,3.558,3.508,3.458
"695",2537,"SWM","SWM X3","SWMSWM X3",217,"SUV","Compact SUV",8,0.829,0.72025,0.599
"696",2551,"Landwind","Landwind X2","LandwindLandwind X2",765,"SUV","Compact SUV",7,0.888,0.758,0.638
"697",2611,"SAIC Maxus","SAIC Maxus EG10","SAIC MaxusSAIC Maxus EG10",1,"MPV","Midsize MPV",NA,NA,NA,NA
"698",2641,"JAC","JAC Refine M6","JACJAC Refine M6",7,"MPV","Midsize MPV",NA,NA,NA,NA
"699",2403,"Alfa Romeo","Alfa Romeo Giulia","Alfa RomeoAlfa Romeo Giulia",1188,"Luxury Car","Large Luxury",6,10.28,5.03333333333333,3.308
"700",2406,"Dongfeng Nissan","Venucia M50V","Dongfeng NissanVenucia M50V",3643,"MPV","Compact MPV",5,0.849,0.7484,0.658
"701",2413,"SGM-Buick","Buick Velite","SGM-BuickBuick Velite",244,"Passenger Car","Compact",2,2.958,2.808,2.658
"702",2566,"Dongfeng Peugeot","Peugeot 5008","Dongfeng PeugeotPeugeot 5008",5045,"MPV","Midsize MPV",7,2.797,2.30414285714286,1.877
"703",26,"Audi","Audi Q3","AudiAudi Q3",1,"Luxury SUV","Compact Luxury SUV",32,4.79,4.222,3.65
"704",35,"BAIC Motor","BAIC BJ40","BAIC MotorBAIC BJ40",7895,"SUV","Midsize SUV",56,1.868,1.5955,1.298
"705",38,"BAIC Motor","BAIC M20","BAIC MotorBAIC M20",25951,"Van","Mini Van",160,0.638,0.514756756756757,0.438
"706",50,"Beijing Hyundai","Hyundai Langdong Elantra","Beijing HyundaiHyundai Langdong Elantra",72830,"Passenger Car","Midsize",96,1.498,1.26195833333333,1.058
"707",63,"BMW","BMW 1 Series","BMWBMW 1 Series",3637,"Luxury Car","Compact Luxury",227,4.68,3.36092511013216,2.38
"708",64,"BMW","BMW 3 Series","BMWBMW 3 Series",82,"Luxury Car","Compact Luxury",286,8.26,5.64027272727273,2.4
"709",102,"BYD","BYD G3","BYDBYD G3",1,"Passenger Car","Midsize Basic",92,1.099,0.78704347826087,0.629
"710",105,"BYD","BYD M6","BYDBYD M6",413,"MPV","Midsize MPV",106,2.398,1.48919811320755,1.039
"711",109,"BYD","BYD Surui","BYDBYD Surui",9950,"Passenger Car","Midsize",85,0.999,0.816764705882353,0.659
"712",111,"Cadillac","Cadillac CTS","CadillacCadillac CTS",50,"Luxury Car","Midsize Luxury",93,6.48,4.60771111111111,3.25
"713",145,"Changan Ford","Ford Mondeo","Changan FordFord Mondeo",52191,"Passenger Car","Midsize Upper",283,3.198,2.12298233215548,1.698
"714",149,"Changan Mazda","Mazda CX-5","Changan MazdaMazda CX-5",27571,"SUV","Midsize SUV",76,2.528,2.073,1.698
"715",154,"Changan Suzuki","Suzuki Alto","Changan SuzukiSuzuki Alto",5227,"Passenger Car","Compact Mini",129,0.8,0.509852713178295,0.298
"716",169,"Greatwall","Haval H6","GreatwallHaval H6",202194,"SUV","Midsize SUV",307,1.628,1.26148534201954,0.888
"717",200,"Chery","Chery Cowin","CheryChery Cowin",9,"Passenger Car","Midsize Basic",414,1.248,0.658474452554744,0.388
"718",213,"Chery","Chery QQ","CheryChery QQ",8873,"Passenger Car","Compact Mini",607,0.69,0.439586490939044,0.268
"719",287,"Dongfeng Honda","Honda CR-V","Dongfeng HondaHonda CR-V",84007,"SUV","Midsize SUV",206,2.628,2.28616504854369,1.698
"720",309,"Dongfeng Peugeot","Peugeot 207","Dongfeng PeugeotPeugeot 207",5,"Passenger Car","Midsize Basic",115,1.058,0.864973913043478,0.718
"721",319,"Dongfeng Yueda Kia","Kia Forte","Dongfeng Yueda KiaKia Forte",3477,"Passenger Car","Midsize",135,1.398,1.14755555555556,0.988
"722",324,"Dongfeng Yueda Kia","Kia Rio","Dongfeng Yueda KiaKia Rio",1,"Passenger Car","Compact Basic",237,1.158,0.834476595744681,0.598
"723",327,"Dongfeng Yueda Kia","Kia Sportage R","Dongfeng Yueda KiaKia Sportage R",22782,"SUV","Midsize SUV",124,2.498,1.933,1.448
"724",381,"FAW Toyota","Toyota Crown","FAW ToyotaToyota Crown",19552,"Passenger Car","Large",271,8.996,3.88229520295203,2.5
"725",397,"FAW Volkswagen","Volkswagen Magotan","FAW VolkswagenVolkswagen Magotan",119855,"Passenger Car","Midsize Upper",246,3.348,2.36677235772358,1.898
"726",443,"GAC","Trumpchi GS5","GACTrumpchi GS5",1168,"SUV","Midsize SUV",260,2.318,1.62673076923077,1.168
"727",446,"Liebao","Liebao","LiebaoLiebao",4408,"SUV","Midsize SUV",309,3.62,1.68161764705882,0.798
"728",452,"GAC Toyota","Toyota Camry","GAC ToyotaToyota Camry",54754,"Passenger Car","Midsize Upper",273,3.648,2.33001465201465,1.798
"729",472,"Geely","Geely Panda","GeelyGeely Panda",1026,"Passenger Car","Compact Basic",202,0.698,0.512717821782178,0.368
"730",496,"GQ Honda","Honda Accord","GQ HondaHonda Accord",80758,"Passenger Car","Midsize Upper",332,3.58,2.36142469879518,1.698
"731",534,"Hummer","Hummer H2","HummerHummer H2",1,"SUV","Large SUV",2,26.8,24.85,22.9
"732",574,"Chrysler","Jeep Wrangler","ChryslerJeep Wrangler",3031,"SUV","Midsize SUV",104,6.5,4.94531683168317,4.189
"733",589,"Jinbei","Jinbei Zhishang S30","JinbeiJinbei Zhishang S30",28,"MPV","Midsize MPV",45,0.728,0.655380952380952,0.598
"734",599,"Kia","Kia K5","KiaKia K5",13,"Passenger Car","Midsize Upper",8,2.898,2.7855,2.598
"735",605,"Lamborghini","Lamborghini Aventador","LamborghiniLamborghini Aventador",15,"Sports Car","Large Sports",15,80.115,70.9296666666667,64.88
"736",610,"Land Rover","Land Rover Discovery","Land RoverLand Rover Discovery",4315,"Luxury SUV","Midsize Luxury SUV",112,13.38,9.39571428571429,6.9
"737",631,"Lifan","Lifan 320","LifanLifan 320",105,"Passenger Car","Compact Basic",105,0.549,0.419304761904762,0.348
"738",632,"Lifan","Lifan 330","LifanLifan 330",31,"Passenger Car","Compact Basic",21,0.548,0.465619047619048,0.398
"739",651,"Lotus","Lotus Exige","LotusLotus Exige",8,"Sports Car","Compact Sports",15,10.8,9.744,8.98
"740",676,"Mercedes-Benz","Mercedes-Benz C AMG","Mercedes-BenzMercedes-Benz C AMG",472,"Luxury Car","Compact Luxury",50,13.88,11.6032,9.98
"741",682,"Mercedes-Benz","Mercedes-Benz E-Class","Mercedes-BenzMercedes-Benz E-Class",1580,"Luxury Car","Midsize Luxury",267,11.66,7.39277992277992,4.88
"742",683,"Mercedes-Benz","Mercedes-Benz G AMG","Mercedes-BenzMercedes-Benz G AMG",391,"Luxury SUV","Midsize Luxury SUV",24,38.18,25.8241666666667,18.98
"743",697,"Mercedes-Benz","Mercedes-Benz SLK-Class","Mercedes-BenzMercedes-Benz SLK-Class",7,"Luxury SUV","Compact Luxury SUV",55,9.08,7.29781818181818,5.88
"744",742,"Peugeot","Peugeot 4008","PeugeotPeugeot 4008",597,"SUV","Midsize SUV",28,2.798,2.42657142857143,1.998
"745",760,"Renault","Renault Latitude","RenaultRenault Latitude",4,"Passenger Car","Midsize",46,2.928,2.37234782608696,1.768
"746",817,"SGM-Buick","Buick Excelle","SGM-BuickBuick Excelle",4154,"Passenger Car","Midsize Basic",206,1.968,1.217,0.869
"747",826,"SGM-Chevrolet","Chevrolet Cruze","SGM-ChevroletChevrolet Cruze",44154,"Passenger Car","Midsize",145,1.699,1.30303448275862,0.899
"748",835,"SGM-Wuling","Baojun Lechi","SGM-WulingBaojun Lechi",6,"Passenger Car","Compact Mini",68,0.498,0.449029411764706,0.398
"749",841,"SGM-Wuling","Wuling Zhiguang","SGM-WulingWuling Zhiguang",54622,"Van","Mini Van",386,0.628,0.391643229166667,0.298
"750",846,"Shanghai Volkswagen","Volkswagen Passat","Shanghai VolkswagenVolkswagen Passat",98849,"Passenger Car","Midsize Upper",376,3.46,2.3357855227882,1.41
"751",877,"Sichuan","Sichuan F99","SichuanSichuan F99",12,"SUV","Compact SUV",57,0.708,0.586421052631579,0.478
"752",894,"Southeast","Southeast V3 Lingyue","SoutheastSoutheast V3 Lingyue",2056,"Passenger Car","Compact Upper",145,0.889,0.696289655172414,0.498
"753",943,"Toyota","Toyota Sienna","ToyotaToyota Sienna",4346,"MPV","Midsize MPV",114,7.5,3.40673214285714,0
"754",962,"Volkswagen","Volkswagen Multivan","VolkswagenVolkswagen Multivan",1908,"MPV","Large MPV",44,8.18,5.38246954545455,4.188
"755",966,"Volkswagen","Volkswagen Scirocco","VolkswagenVolkswagen Scirocco",209,"Passenger Car","Sporty",92,3.988,3.21401086956522,1.988
"756",981,"Xinkai","Xinkai","XinkaiXinkai",1,"SUV","Midsize SUV",26,1.298,0.931692307692308,0.68
"757",990,"Youngman","Lotus L5","YoungmanLotus L5",144,"Passenger Car","Midsize",171,1.218,1.06414035087719,0.858
"758",998,"Zhengzhou Nissan","Nissan Junfeng","Zhengzhou NissanNissan Junfeng",3,"Truck","Pickup Truck",10,0.455,0.4265,0.398
"759",1001,"Zhengzhou Nissan","Nissan Paladin","Zhengzhou NissanNissan Paladin",20,"SUV","Compact SUV",224,2.998,2.13465178571429,1.598
"760",1019,"Zotye","Zotye 5008","ZotyeZotye 5008",9,"SUV","Compact SUV",76,1.08,0.678,0.538
"761",1021,"Zotye","Zotye M300","ZotyeZotye M300",19,"Van","Mini Van",45,1.498,0.897772727272727,0.698
"762",1025,"Zotye","Zotye Z100","ZotyeZotye Z100",54,"Passenger Car","Compact Mini",15,0.35,0.323333333333333,0.3
"763",1031,"Dongfeng","Future Xiaokang","DongfengFuture Xiaokang",17643,"Van","Mini Van",910,0.618,0.393868263473054,0.259
"764",1135,"SGM-Cadillac","Cadillac XTS","SGM-CadillacCadillac XTS",22570,"Luxury Car","Midsize Luxury",73,5.699,4.14146575342466,3.499
"765",1220,"Mercedes-Benz","Mercedes-Benz A AMG","Mercedes-BenzMercedes-Benz A AMG",711,"Luxury Car","Compact Luxury",9,5.92,5.15111111111111,4.98
"766",1241,"BAIC Motor","BAIC Senova D50","BAIC MotorBAIC Senova D50",1739,"Passenger Car","Midsize",74,1.198,0.915567567567568,0.748
"767",1281,"Haima","Haima S5","HaimaHaima S5",31467,"SUV","Compact SUV",93,1.168,0.965311827956989,0.738
"768",1302,"McLaren","McLaren 650S","McLarenMcLaren 650S",12,"Sports Car","Large Sports",8,40.68,39.13,37.58
"769",1314,"SAIC Maxus","SAIC Maxus G10","SAIC MaxusSAIC Maxus G10",8759,"MPV","Midsize MPV",87,2.698,1.73765517241379,1.338
"770",1316,"SGM-Wuling","Baojun 610","SGM-WulingBaojun 610",43,"Passenger Car","Compact",41,0.878,0.758,0.658
"771",1327,"Tesla","Tesla Model S","TeslaTesla Model S",2713,"Passenger Car","Midsize Upper",50,13.998,8.28202,6.411
"772",1335,"BYD","BYD Sirui","BYDBYD Sirui",4,"Passenger Car","Midsize",56,1.509,1.22042857142857,1.039
"773",1474,"GAC Toyota","Toyota Yaris L","GAC ToyotaToyota Yaris L",27815,"Passenger Car","Compact Upper",124,1.088,0.879693548387097,0.698
"774",1482,"BMW","BMW i8","BMWBMW i8",61,"Luxury Car","Large Luxury",4,19.88,19.88,19.88
"775",1501,"Zotye","Zotye Z500","ZotyeZotye Z500",1557,"Passenger Car","Midsize",31,1.098,0.913161290322581,0.768
"776",1526,"BAIC Motor","BAIC Luba","BAIC MotorBAIC Luba",4,"SUV","Midsize SUV",65,3.28,1.77966153846154,1.468
"777",1549,"GQ Honda","Honda Vezel","GQ HondaHonda Vezel",75000,"SUV","Compact SUV",97,1.898,1.5200618556701,1.288
"778",1568,"TechArt","TechArt T2","TechArtTechArt T2",1,"Sports Car","Midsize Sports",NA,NA,NA,NA
"779",1580,"Dongfeng Yulon","Yulon Luxgen Luxury 7 MPV","Dongfeng YulonYulon Luxgen Luxury 7 MPV",785,"MPV","Large MPV",42,2.78,2.29295238095238,1.698
"780",1661,"Greatwall","Haval H1","GreatwallHaval H1",14341,"SUV","Compact SUV",82,0.829,0.70790243902439,0.549
"781",1682,"GAC Gonow","GAC Gonow Xingwang","GAC GonowGAC Gonow Xingwang",1,"Van","Mini Van",184,0.438,0.329565217391304,0.259
"782",1685,"Haima","Haima Cupid","HaimaHaima Cupid",22,"Passenger Car","Compact",91,0.719,0.621747252747253,0.499
"783",1737,"Zhonghua","Zhonghua Splendor FRV","ZhonghuaZhonghua Splendor FRV",7,"Passenger Car","Midsize Basic",78,0.858,0.694179487179487,0.558
"784",1739,"Zhonghua","Zhonghua Splendor FSV","ZhonghuaZhonghua Splendor FSV",212,"Passenger Car","Midsize Basic",62,1.1,0.833451612903226,0.658
"785",1747,"Ferrari Maserati","Ferrari LaFerrari","Ferrari MaseratiFerrari LaFerrari",3,"Sports Car","Large Sports",1,225,225,225
"786",1755,"Chery","Cowin C3","CheryCowin C3",2192,"SUV","Compact SUV",34,0.608,0.521529411764706,0.458
"787",1764,"SGM-Cadillac","Cadillac ATS-L","SGM-CadillacCadillac ATS-L",29705,"Luxury Car","Compact Luxury",38,4.638,3.50378947368421,2.888
