"","modelIdx","stdMake","stdModel","cp","numb","Segment","Subsegment","highprice","meanprice","lowprice","type","typedif","typeper","oil","level"
"603",354,"FAW Car","Besturn X80","FAW CarBesturn X80",8194,"SUV","Midsize SUV",1.818,1.42219047619048,0.998,"SUV",1,1,8.54952380952381,"紧凑型车"
"604",359,"FAW Car","FAW Olay","FAW CarFAW Olay",5,"Passenger Car","Compact",0.898,0.743535714285714,0.628,"轿车",1,1,6.65,"小型车"
"605",396,"FAW Volkswagen","Volkswagen Jetta","FAW VolkswagenVolkswagen Jetta",157696,"Passenger Car","Midsize Basic",1.875,1.03531848552339,0.721,"轿车",1,1,6.60514018691589,"紧凑型车"
"606",411,"Ford","Ford E Class","FordFord E Class",41,"MPV","Large MPV",22.88,17.1228571428571,13.5,"MPV",1,1,NA,"大型车"
"607",465,"Geely","Geely Freedom Ship","GeelyGeely Freedom Ship",14,"Passenger Car","Compact",0.698,0.492123188405797,0.349,"轿车",1,1,7.28896551724138,"小型车"
"608",467,"Geely","Gleagle GX7","GeelyGleagle GX7",521,"SUV","Midsize SUV",1.319,1.03861290322581,0.699,"SUV",1,1,8.6718954248366,"紧凑型车"
"609",507,"Hafei","Hafei Saima","HafeiHafei Saima",1,"Passenger Car","Compact Basic",1.058,0.75875,0.598,"轿车",1,1,NA,"小型车"
"610",510,"Haima","Haima 7","HaimaHaima 7",3,"SUV","Midsize SUV",1.528,1.29062295081967,1.058,"SUV",1,1,8.90819672131148,"中型车"
"611",556,"JAC","JAC Refine M3","JACJAC Refine M3",24120,"MPV","Midsize MPV",2.118,1.42148667601683,0.698,"MPV",1,1,10.3094098883573,"中型车"
"612",566,"Jaguar","Jaguar XF","JaguarJaguar XF",85,"Luxury Car","Midsize Luxury",14.11,7.00790697674419,5.18,"轿车",2,0.953488372093023,9.21325301204819,"中大型车"
"613",591,"JMC","JMC Baowei","JMCJMC Baowei",1,"SUV","Midsize SUV",1.098,1.02693617021277,0.918,"SUV",1,1,8.39782608695652,"中型车"
"614",598,"Kia","Kia Carens","KiaKia Carens",130,"Passenger Car","Compact",2.068,1.65109565217391,1.246,"MPV",1,1,8.34695652173913,"小型车"
"615",602,"Kia","Kia Sorento","KiaKia Sorento",1463,"SUV","Large SUV",3.678,2.86220253164557,2.228,"SUV",1,1,9.34,"中型车"
"616",611,"Land Rover","Land Rover Freelander","Land RoverLand Rover Freelander",25,"Luxury SUV","Compact Luxury SUV",6.88,5.56756097560976,3.98,"SUV",1,1,9.61060606060606,"中型车"
"617",620,"Landwind","Landwind X9","LandwindLandwind X9",1,"SUV","Compact SUV",1.658,1.37916483516484,1.028,"越野车",1,1,8.91304347826087,"中型车"
"618",621,"Toyota","Lexus CT","ToyotaLexus CT",3421,"Luxury Car","Compact Luxury",4.45,3.28,2.69,"轿车",1,1,4.66206896551724,"紧凑型车"
"619",633,"Lifan","Lifan 520","LifanLifan 520",1,"Passenger Car","Compact Basic",0.788,0.572414545454545,0.399,"轿车",1,1,7.26219512195122,"紧凑型车"
"620",647,"Lotus","Lotus Elise","LotusLotus Elise",5,"Sports Car","Compact Sports",8.85,7.76730769230769,5.8,"敞篷跑车",2,0.692307692307692,9.42,"紧凑型车"
"621",684,"Mercedes-Benz","Mercedes-Benz G-Class","Mercedes-BenzMercedes-Benz G-Class",1263,"Luxury SUV","Midsize Luxury SUV",17.98,15.3085714285714,11.2,"越野车",1,1,16.5321428571429,"中大型车"
"622",695,"Mercedes-Benz","Mercedes-Benz SL-Class","Mercedes-BenzMercedes-Benz SL-Class",50,"Luxury Car","Large Luxury",25.68,15.5652941176471,10.68,"敞篷跑车",1,1,11.9609756097561,"中大型车"
"623",858,"Shanghai Volkswagen","Volkswagen Tiguan","Shanghai VolkswagenVolkswagen Tiguan",168217,"SUV","Midsize SUV",3.598,2.53344378698225,1.898,"SUV",1,1,8.62366863905326,"紧凑型车"
"624",895,"Southeast","Southeast V5 Lingzhi","SoutheastSoutheast V5 Lingzhi",2386,"Passenger Car","Midsize Basic",1.108,0.83828,0.659,"轿车",1,1,6.38333333333333,"紧凑型车"
"625",909,"Ssangyong","Ssangyong Rodius","SsangyongSsangyong Rodius",16,"MPV","Midsize MPV",4.26,2.91065625,2.198,"MPV",1,1,10.3004081632653,"中型车"
"626",912,"Subaru","Subaru Impreza","SubaruSubaru Impreza",10,"Passenger Car","Compact",5.2,3.16939393939394,1.998,"轿车",2,0.939393939393939,9.1578947368421,"紧凑型车"
"627",937,"Toyota","Toyota FJ Cruiser","ToyotaToyota FJ Cruiser",331,"SUV","Midsize SUV",5.468,5.30115789473684,5.09,"越野车",1,1,11.8,"中大型车"
"628",977,"Volvo","Volvo XC60","VolvoVolvo XC60",70,"Luxury SUV","Compact Luxury SUV",6.78,5.24491764705882,3.899,"SUV",1,1,10.0352272727273,"中型车"
"629",984,"Yongyuan","Yongyuan A380","YongyuanYongyuan A380",52,"SUV","Compact SUV",1.058,0.878560975609756,0.599,"SUV",1,1,7.5,"小型车"
"630",989,"Youngman","Lotus L3","YoungmanLotus L3",22,"Passenger Car","Midsize Basic",1.256,0.895905138339921,0.638,"轿车",3,0.703557312252964,8.1685393258427,"紧凑型车"
"631",994,"Haima","Haima M3","HaimaHaima M3",10233,"Passenger Car","Midsize Basic",0.898,0.687370786516854,0.499,"轿车",1,1,6.1314606741573,"紧凑型车"
"632",1016,"Zhonghua","Zhonghua V5","ZhonghuaZhonghua V5",1760,"SUV","Midsize SUV",1.658,1.22418421052632,0.898,"SUV",1,1,7.23692307692308,"紧凑型车"
"633",1020,"Zotye","Zotye Jiangnan TT","ZotyeZotye Jiangnan TT",107,"Passenger Car","Compact Mini",0.258,0.234666666666667,0.208,"轿车",1,1,5.2,"微型车"
"634",1048,"Hyundai","Hyundai Coupe","HyundaiHyundai Coupe",1,"Passenger Car","Sporty",3.696,2.50009459459459,1.78,"跑车",1,1,10.84453125,"中型车"
"635",1081,"BMW","BMW X6 M","BMWBMW X6 M",45,"Luxury SUV","Large Luxury SUV",22.38,21.6831578947368,19.28,"SUV",1,1,13.7789473684211,"中大型车"
"636",1125,"BMW Brilliance","BMW 3 Series","BMW BrillianceBMW 3 Series",71123,"Luxury Car","Compact Luxury",6.078,4.02993537414966,2.83,"轿车",1,1,7.50079051383399,"中型车"
"637",1129,"Fujian Mercedes-Benz","Mercedes-Benz Viano","Fujian Mercedes-BenzMercedes-Benz Viano",345,"MPV","Large MPV",6.89,5.14069014084507,3.98,"MPV",1,1,12.5577464788732,"大型车"
"638",1205,"GAC Fiat","Fiat Ottimo","GAC FiatFiat Ottimo",828,"Passenger Car","Midsize",1.688,1.36524137931034,1.008,"轿车",1,1,7.21206896551724,"紧凑型车"
"639",1210,"Changan Peugeot-Citroen","Citroen DS 5LS","Changan Peugeot-CitroenCitroen DS 5LS",682,"Luxury Car","Compact Luxury",2.469,1.89942,1.469,"轿车",1,1,7.148,"中型车"
"640",1237,"BAIC Motor","BAIC 307","BAIC MotorBAIC 307",1432,"Van","Mini Van",0.518,0.476333333333333,0.438,"客车",1,1,6.96,"微型客车"
"641",1270,"GAC","Trumpchi GA5","GACTrumpchi GA5",1052,"Passenger Car","Midsize",2.193,1.55046575342466,1.058,"轿车",1,1,7.72054794520548,"中型车"
"642",1274,"GMC","GMC Savana","GMCGMC Savana",171,"MPV","Large MPV",16.6,12.0997435897436,6.58,"MPV",1,1,16.02,"大型车"
"643",1279,"Haima","Haima Huangdong","HaimaHaima Huangdong",2,"Passenger Car","Compact",1.066,0.939,0.796,"轿车",1,1,8.08666666666667,"紧凑型车"
"644",1290,"Chrysler","Jeep Grand Cherokee SRT","ChryslerJeep Grand Cherokee SRT",6,"SUV","Large SUV",NA,NA,NA,NA,NA,NA,NA,NA
"645",1437,"Honda","Honda CR-V","HondaHonda CR-V",1,"SUV","Midsize SUV",2.6,2.33181818181818,2.1,"SUV",1,1,9.35909090909091,"紧凑型车"
"646",1481,"BMW","BMW i3","BMWBMW i3",424,"Luxury Car","Compact Luxury",5.228,4.676,4.168,"轿车",1,1,0.66,"小型车"
"647",1489,"Greatwall","Haval H9","GreatwallHaval H9",6598,"SUV","Large SUV",2.728,2.44145454545455,2.098,"SUV",1,1,11.22,"中大型车"
"648",1492,"Toyota","Lexus NX","ToyotaLexus NX",14090,"Luxury SUV","Compact Luxury SUV",5.99,4.4996875,3.18,"SUV",1,1,7.0375,"中型车"
"649",1506,"Tianjin FAW","Tianjin FAW Xiali N7","Tianjin FAWTianjin FAW Xiali N7",57,"Passenger Car","Compact",0.539,0.493318181818182,0.459,"轿车",1,1,5.88863636363636,"小型车"
"650",1513,"Bentley","Bentley Continental GT","BentleyBentley Continental GT",292,"Luxury Car","Large Luxury",52.68,37.973,30.48,"跑车",2,0.575,9.71111111111111,"大型车"
"651",1540,"FAW Mazda","Mazda CX-7","FAW MazdaMazda CX-7",30,"SUV","Midsize SUV",2.738,1.9455,1.598,"SUV",1,1,9.925,"中型车"
"652",1550,"Hyundai","Hyundai Genesis","HyundaiHyundai Genesis",51,"Passenger Car","Large",6.488,4.966,3.78,"轿车",1,1,10.9583333333333,"中大型车"
"653",1628,"Isuzu","Isuzu Jingjizhe","IsuzuIsuzu Jingjizhe",16,"SUV","Midsize SUV",2.58,2.07777142857143,1.81,"越野车",1,1,12,"中型车"
"654",1642,"Beijing Hyundai","ShouWang","Beijing HyundaiShouWang",4,"Sports Car","Compact Sports",NA,NA,NA,NA,NA,NA,NA,NA
"655",1663,"Dongfeng Yueda Kia","Kia K4","Dongfeng Yueda KiaKia K4",10786,"Passenger Car","Midsize",1.898,1.60142105263158,1.288,"轿车",1,1,7.19210526315789,"中型车"
"656",1670,"SAIC","MG GT","SAICMG GT",7486,"Passenger Car","Compact",1.499,1.089,0.779,"轿车",1,1,6.44222222222222,"紧凑型车"
"657",1671,"SGM-Buick","Buick Envision","SGM-BuickBuick Envision",104867,"SUV","Midsize SUV",3.499,2.77441666666667,2.099,"SUV",1,1,7.90833333333333,"中型车"
"658",1672,"Sichuan","Sichuan T70","SichuanSichuan T70",12318,"SUV","Compact SUV",2.398,1.05789189189189,0.666,"SUV",1,1,7.98,"紧凑型车"
"659",1691,"Southeast Mitsubishi","Mitsubishi Lancer EX","Southeast MitsubishiMitsubishi Lancer EX",1069,"Passenger Car","Compact",1.698,1.30068711656442,0.958,"轿车",1,1,7.48717948717949,"紧凑型车"
"660",1696,"BAIC Yinxiang","BAIC Huansu S3","BAIC YinxiangBAIC Huansu S3",7485,"SUV","Compact SUV",0.728,0.646490566037736,0.538,"SUV",1,1,7.13396226415094,"紧凑型车"
"661",1742,"Chery","Chery Tiggo 5","CheryChery Tiggo 5",6815,"SUV","Compact SUV",1.519,1.13947311827957,0.888,"SUV",1,1,8.34,"紧凑型车"
"662",1805,"GAC Gonow","GAC Gonow GX6","GAC GonowGAC Gonow GX6",5,"SUV","Midsize SUV",1.468,1.15688888888889,0.828,"SUV",1,1,10.35,"中型车"
"663",1837,"Volkswagen","Volkswagen UP!","VolkswagenVolkswagen UP!",30,"Passenger Car","Compact Mini",1.299,1.234,1.169,"轿车",1,1,4.8,"微型车"
"664",1872,"JMC Ford","Ford Everest","JMC FordFord Everest",5314,"SUV","Midsize SUV",3.608,3.03933333333333,2.658,"SUV",1,1,9.19666666666667,"中型车"
"665",1934,"Geely","Geely GC9","GeelyGeely GC9",19034,"Passenger Car","Midsize",2.298,1.55097297297297,1.198,"轿车",1,1,8.64857142857143,"中型车"
"666",1991,"BMW","BMW 2 Series Gran Tourer","BMWBMW 2 Series Gran Tourer",1058,"MPV","Midsize MPV",3.299,3.099,2.899,"旅行车",1,1,6.1,"紧凑型车"
"667",1992,"JAC","JAC Refine S3","JACJAC Refine S3",35863,"SUV","Compact SUV",0.958,0.774470588235294,0.658,"SUV",1,1,6.39411764705882,"小型车"
"668",2029,"Ford","Lincoln Continental","FordLincoln Continental",2745,"Luxury Car","Large Luxury",6.138,5.048,4.188,"轿车",1,1,9.38,"中大型车"
"669",2046,"Ssangyong","Ssangyong Tivolan","SsangyongSsangyong Tivolan",75,"SUV","Compact SUV",1.898,1.57633333333333,1.298,"SUV",1,1,7.1,"小型车"
"670",2064,"Kia","Kia Niro","KiaKia Niro",902,"SUV","Compact SUV",1.898,1.69133333333333,1.498,"SUV",1,1,4.43333333333333,"紧凑型车"
"671",2087,"Mercedes-Benz","Mercedes-Benz GLC-Class","Mercedes-BenzMercedes-Benz GLC-Class",4969,"Luxury SUV","Midsize Luxury SUV",6.38,4.4392,2.699,"SUV",1,1,7.36666666666667,"中型车"
"672",2110,"SGM-Chevrolet","Chevrolet Lova RV","SGM-ChevroletChevrolet Lova RV",3275,"Passenger Car","Compact Basic",0.999,0.887571428571429,0.749,"轿车",1,1,5.6,"小型车"
"673",2125,"Changan Suzuki","Suzuki Vitara","Changan SuzukiSuzuki Vitara",14934,"SUV","Compact SUV",1.598,1.32618181818182,0.998,"SUV",1,1,5.72272727272727,"小型车"
"674",2126,"Mercedes-Benz","Mercedes-Benz GLE AMG","Mercedes-BenzMercedes-Benz GLE AMG",43,"Luxury SUV","Midsize Luxury SUV",19.88,15.2373846153846,4.803,"SUV",1,1,12.5666666666667,"中大型车"
"675",2143,"Beijing Mercedes-Benz","Mercedes-Benz GLC-Class","Beijing Mercedes-BenzMercedes-Benz GLC-Class",63956,"Luxury SUV","Midsize Luxury SUV",5.79,4.669,3.96,"SUV",1,1,7.4,"中型车"
"676",2161,"Dongfeng Nissan","Nissan Maxima","Dongfeng NissanNissan Maxima",858,"Passenger Car","Large",2.678,2.508,2.348,"轿车",1,1,7.93333333333333,"中型车"
"677",2165,"SAIC","Roewe e550","SAICRoewe e550",2333,"Passenger Car","Midsize",2.398,2.398,2.398,"轿车",1,1,1.6,"紧凑型车"
"678",2169,"SGM-Buick","Buick Verano GS","SGM-BuickBuick Verano GS",1952,"Passenger Car","Midsize",2.059,1.82566666666667,1.659,"轿车",1,1,5.9,"紧凑型车"
"679",2171,"Chery","Riich X3","CheryRiich X3",8859,"SUV","Compact SUV",0.969,0.813225806451613,0.666,"SUV",1,1,7.01612903225806,"小型车"
"680",2183,"JMC","JMC E200","JMCJMC E200",2388,"Passenger Car","Compact Mini",1.358,1.343,1.328,"轿车",1,1,NA,"微型车"
"681",2184,"Nissan","Nissan Xterra","NissanNissan Xterra",1,"SUV","Compact SUV",NA,NA,NA,NA,NA,NA,NA,NA
"682",2186,"Dongfeng Renault","Renault Kadjar","Dongfeng RenaultRenault Kadjar",14224,"SUV","Compact SUV",2.198,1.8105,1.398,"SUV",1,1,6.925,"紧凑型车"
"683",2199,"Huatai","Huatai iEV230","HuataiHuatai iEV230",12,"Passenger Car","Compact",2.255,2.04583333333333,1.865,"轿车",1,1,NA,"紧凑型车"
"684",2212,"Dongfeng","Future SX6","DongfengFuture SX6",18695,"SUV","Midsize SUV",1.029,0.851222222222222,0.699,"SUV",1,1,6.92222222222222,"中型车"
"685",2243,"Mercedes-Benz","Mercedes-Benz SLC-Class","Mercedes-BenzMercedes-Benz SLC-Class",327,"Luxury Car","Large Luxury",6.88,6.142,5.596,"敞篷跑车",1,1,6.4,"紧凑型车"
"686",2284,"BAIC Yinxiang","BAIC Huansu S3L","BAIC YinxiangBAIC Huansu S3L",30773,"SUV","Compact SUV",0.698,0.683,0.668,"SUV",1,1,6.9,"紧凑型车"
"687",2319,"Youngman","Youngman Maidi i3","YoungmanYoungman Maidi i3",10,"Passenger Car","Compact Mini",NA,NA,NA,NA,NA,NA,NA,NA
"688",2325,"JMC","JMC E160","JMCJMC E160",562,"Passenger Car","Compact",1.398,1.383,1.368,"轿车",1,1,NA,"小型车"
"689",2343,"GAC","Trumpchi GS7","GACTrumpchi GS7",6,"SUV","Midsize SUV",NA,NA,NA,NA,NA,NA,NA,NA
"690",2371,"SAIC","MG ZS","SAICMG ZS",21679,"SUV","Midsize SUV",1.158,0.95,0.738,"SUV",1,1,6.12,"小型车"
"691",2394,"Greatwall","Haval H7L","GreatwallHaval H7L",4664,"SUV","Midsize SUV",NA,NA,NA,NA,NA,NA,NA,NA
"692",2395,"JAC","JAC iEV6E","JACJAC iEV6E",6991,"SUV","Compact SUV",1.285,1.235,1.185,"轿车",1,1,NA,"微型车"
"693",2420,"Changan Car","Changan Linmax","Changan CarChangan Linmax",5909,"MPV","Midsize MPV",0.809,0.739,0.679,"MPV",1,1,NA,"紧凑型车"
"694",2535,"BAIC Motor","BAIC EH Series","BAIC MotorBAIC EH Series",99,"Passenger Car","Midsize",3.558,3.508,3.458,"轿车",1,1,NA,"中大型车"
"695",2537,"SWM","SWM X3","SWMSWM X3",217,"SUV","Compact SUV",0.829,0.72025,0.599,"SUV",1,1,7.05,"紧凑型车"
"696",2551,"Landwind","Landwind X2","LandwindLandwind X2",765,"SUV","Compact SUV",0.888,0.758,0.638,"SUV",1,1,6.92857142857143,"小型车"
"697",2611,"SAIC Maxus","SAIC Maxus EG10","SAIC MaxusSAIC Maxus EG10",1,"MPV","Midsize MPV",NA,NA,NA,NA,NA,NA,NA,NA
"698",2641,"JAC","JAC Refine M6","JACJAC Refine M6",7,"MPV","Midsize MPV",NA,NA,NA,NA,NA,NA,NA,NA
"699",2403,"Alfa Romeo","Alfa Romeo Giulia","Alfa RomeoAlfa Romeo Giulia",1188,"Luxury Car","Large Luxury",10.28,5.03333333333333,3.308,"轿车",1,1,7.35,"中型车"
"700",2406,"Dongfeng Nissan","Venucia M50V","Dongfeng NissanVenucia M50V",3643,"MPV","Compact MPV",0.849,0.7484,0.658,"MPV",1,1,6.78,"紧凑型车"
"701",2413,"SGM-Buick","Buick Velite","SGM-BuickBuick Velite",244,"Passenger Car","Compact",2.958,2.808,2.658,"轿车",1,1,0.9,"紧凑型车"
"702",2566,"Dongfeng Peugeot","Peugeot 5008","Dongfeng PeugeotPeugeot 5008",5045,"MPV","Midsize MPV",2.797,2.30414285714286,1.877,"SUV",1,1,6.71428571428571,"中型车"
"703",26,"Audi","Audi Q3","AudiAudi Q3",1,"Luxury SUV","Compact Luxury SUV",4.79,4.222,3.65,"SUV",1,1,7.68,"紧凑型车"
"704",35,"BAIC Motor","BAIC BJ40","BAIC MotorBAIC BJ40",7895,"SUV","Midsize SUV",1.868,1.5955,1.298,"越野车",1,1,10.45,"紧凑型车"
"705",38,"BAIC Motor","BAIC M20","BAIC MotorBAIC M20",25951,"Van","Mini Van",0.638,0.514756756756757,0.438,"客车",1,1,7.08125,"微型客车"
"706",50,"Beijing Hyundai","Hyundai Langdong Elantra","Beijing HyundaiHyundai Langdong Elantra",72830,"Passenger Car","Midsize",1.498,1.26195833333333,1.058,"轿车",1,1,6.61363636363636,"紧凑型车"
"707",63,"BMW","BMW 1 Series","BMWBMW 1 Series",3637,"Luxury Car","Compact Luxury",4.68,3.36092511013216,2.38,"轿车",3,0.559471365638767,6.49861111111111,"紧凑型车"
"708",64,"BMW","BMW 3 Series","BMWBMW 3 Series",82,"Luxury Car","Compact Luxury",8.26,5.64027272727273,2.4,"轿车",3,0.573426573426573,7.08846153846154,"中型车"
"709",102,"BYD","BYD G3","BYDBYD G3",1,"Passenger Car","Midsize Basic",1.099,0.78704347826087,0.629,"轿车",1,1,7.12173913043478,"紧凑型车"
"710",105,"BYD","BYD M6","BYDBYD M6",413,"MPV","Midsize MPV",2.398,1.48919811320755,1.039,"MPV",1,1,9.64716981132075,"中型车"
"711",109,"BYD","BYD Surui","BYDBYD Surui",9950,"Passenger Car","Midsize",0.999,0.816764705882353,0.659,"轿车",1,1,6.27411764705882,"紧凑型车"
"712",111,"Cadillac","Cadillac CTS","CadillacCadillac CTS",50,"Luxury Car","Midsize Luxury",6.48,4.60771111111111,3.25,"轿车",3,0.774193548387097,10.6202380952381,"中型车"
"713",145,"Changan Ford","Ford Mondeo","Changan FordFord Mondeo",52191,"Passenger Car","Midsize Upper",3.198,2.12298233215548,1.698,"轿车",1,1,8.61375,"中型车"
"714",149,"Changan Mazda","Mazda CX-5","Changan MazdaMazda CX-5",27571,"SUV","Midsize SUV",2.528,2.073,1.698,"SUV",1,1,7.16842105263158,"紧凑型车"
"715",154,"Changan Suzuki","Suzuki Alto","Changan SuzukiSuzuki Alto",5227,"Passenger Car","Compact Mini",0.8,0.509852713178295,0.298,"轿车",1,1,5.51506849315069,"微型车"
"716",169,"Greatwall","Haval H6","GreatwallHaval H6",202194,"SUV","Midsize SUV",1.628,1.26148534201954,0.888,"SUV",1,1,7.76351351351351,"紧凑型车"
"717",200,"Chery","Chery Cowin","CheryChery Cowin",9,"Passenger Car","Midsize Basic",1.248,0.658474452554744,0.388,"轿车",1,1,6.72565445026178,"紧凑型车"
"718",213,"Chery","Chery QQ","CheryChery QQ",8873,"Passenger Car","Compact Mini",0.69,0.439586490939044,0.268,"轿车",1,1,5.67984934086629,"微型车"
"719",287,"Dongfeng Honda","Honda CR-V","Dongfeng HondaHonda CR-V",84007,"SUV","Midsize SUV",2.628,2.28616504854369,1.698,"SUV",1,1,8.384,"紧凑型车"
"720",309,"Dongfeng Peugeot","Peugeot 207","Dongfeng PeugeotPeugeot 207",5,"Passenger Car","Midsize Basic",1.058,0.864973913043478,0.718,"轿车",1,1,6.8979381443299,"小型车"
"721",319,"Dongfeng Yueda Kia","Kia Forte","Dongfeng Yueda KiaKia Forte",3477,"Passenger Car","Midsize",1.398,1.14755555555556,0.988,"轿车",1,1,6.83037037037037,"紧凑型车"
"722",324,"Dongfeng Yueda Kia","Kia Rio","Dongfeng Yueda KiaKia Rio",1,"Passenger Car","Compact Basic",1.158,0.834476595744681,0.598,"轿车",1,1,6.80254237288136,"紧凑型车"
"723",327,"Dongfeng Yueda Kia","Kia Sportage R","Dongfeng Yueda KiaKia Sportage R",22782,"SUV","Midsize SUV",2.498,1.933,1.448,"SUV",1,1,8.1758064516129,"紧凑型车"
"724",381,"FAW Toyota","Toyota Crown","FAW ToyotaToyota Crown",19552,"Passenger Car","Large",8.996,3.88229520295203,2.5,"轿车",1,1,9.338,"中大型车"
"725",397,"FAW Volkswagen","Volkswagen Magotan","FAW VolkswagenVolkswagen Magotan",119855,"Passenger Car","Midsize Upper",3.348,2.36677235772358,1.898,"轿车",1,1,7.83728813559322,"中型车"
"726",443,"GAC","Trumpchi GS5","GACTrumpchi GS5",1168,"SUV","Midsize SUV",2.318,1.62673076923077,1.168,"SUV",1,1,8.79038461538462,"紧凑型车"
"727",446,"Liebao","Liebao","LiebaoLiebao",4408,"SUV","Midsize SUV",3.62,1.68161764705882,0.798,"SUV",2,0.563106796116505,9.90916666666667,"中型车"
"728",452,"GAC Toyota","Toyota Camry","GAC ToyotaToyota Camry",54754,"Passenger Car","Midsize Upper",3.648,2.33001465201465,1.798,"轿车",1,1,8.43260073260073,"中型车"
"729",472,"Geely","Geely Panda","GeelyGeely Panda",1026,"Passenger Car","Compact Basic",0.698,0.512717821782178,0.368,"轿车",1,1,7.09265536723164,"微型车"
"730",496,"GQ Honda","Honda Accord","GQ HondaHonda Accord",80758,"Passenger Car","Midsize Upper",3.58,2.36142469879518,1.698,"轿车",1,1,8.30759493670886,"中型车"
"731",534,"Hummer","Hummer H2","HummerHummer H2",1,"SUV","Large SUV",26.8,24.85,22.9,"越野车",1,1,22,"中大型车"
"732",574,"Chrysler","Jeep Wrangler","ChryslerJeep Wrangler",3031,"SUV","Midsize SUV",6.5,4.94531683168317,4.189,"越野车",1,1,11.6717948717949,"中大型车"
"733",589,"Jinbei","Jinbei Zhishang S30","JinbeiJinbei Zhishang S30",28,"MPV","Midsize MPV",0.728,0.655380952380952,0.598,"SUV",1,1,5.91190476190476,"紧凑型车"
"734",599,"Kia","Kia K5","KiaKia K5",13,"Passenger Car","Midsize Upper",2.898,2.7855,2.598,"轿车",1,1,5.39,"中型车"
"735",605,"Lamborghini","Lamborghini Aventador","LamborghiniLamborghini Aventador",15,"Sports Car","Large Sports",80.115,70.9296666666667,64.88,"跑车",2,0.666666666666667,16,"中大型车"
"736",610,"Land Rover","Land Rover Discovery","Land RoverLand Rover Discovery",4315,"Luxury SUV","Midsize Luxury SUV",13.38,9.39571428571429,6.9,"SUV",1,1,12.0474226804124,"中大型车"
"737",631,"Lifan","Lifan 320","LifanLifan 320",105,"Passenger Car","Compact Basic",0.549,0.419304761904762,0.348,"轿车",1,1,6.24952380952381,"小型车"
"738",632,"Lifan","Lifan 330","LifanLifan 330",31,"Passenger Car","Compact Basic",0.548,0.465619047619048,0.398,"轿车",1,1,6.27142857142857,"小型车"
"739",651,"Lotus","Lotus Exige","LotusLotus Exige",8,"Sports Car","Compact Sports",10.8,9.744,8.98,"跑车",1,1,10.1,"紧凑型车"
"740",676,"Mercedes-Benz","Mercedes-Benz C AMG","Mercedes-BenzMercedes-Benz C AMG",472,"Luxury Car","Compact Luxury",13.88,11.6032,9.98,"轿车",3,0.6,10.5428571428571,"中型车"
"741",682,"Mercedes-Benz","Mercedes-Benz E-Class","Mercedes-BenzMercedes-Benz E-Class",1580,"Luxury Car","Midsize Luxury",11.66,7.39277992277992,4.88,"轿车",4,0.340823970037453,8.52961538461538,"中大型车"
"742",683,"Mercedes-Benz","Mercedes-Benz G AMG","Mercedes-BenzMercedes-Benz G AMG",391,"Luxury SUV","Midsize Luxury SUV",38.18,25.8241666666667,18.98,"越野车",1,1,15.48,"中大型车"
"743",697,"Mercedes-Benz","Mercedes-Benz SLK-Class","Mercedes-BenzMercedes-Benz SLK-Class",7,"Luxury SUV","Compact Luxury SUV",9.08,7.29781818181818,5.88,"敞篷跑车",1,1,9.09545454545455,"紧凑型车"
"744",742,"Peugeot","Peugeot 4008","PeugeotPeugeot 4008",597,"SUV","Midsize SUV",2.798,2.42657142857143,1.998,"SUV",1,1,8.16,"紧凑型车"
"745",760,"Renault","Renault Latitude","RenaultRenault Latitude",4,"Passenger Car","Midsize",2.928,2.37234782608696,1.768,"轿车",1,1,8.69565217391304,"中型车"
"746",817,"SGM-Buick","Buick Excelle","SGM-BuickBuick Excelle",4154,"Passenger Car","Midsize Basic",1.968,1.217,0.869,"轿车",2,0.660194174757282,8.28300970873786,"紧凑型车"
"747",826,"SGM-Chevrolet","Chevrolet Cruze","SGM-ChevroletChevrolet Cruze",44154,"Passenger Car","Midsize",1.699,1.30303448275862,0.899,"轿车",1,1,7.0248275862069,"紧凑型车"
"748",835,"SGM-Wuling","Baojun Lechi","SGM-WulingBaojun Lechi",6,"Passenger Car","Compact Mini",0.498,0.449029411764706,0.398,"轿车",1,1,5.33529411764706,"微型车"
"749",841,"SGM-Wuling","Wuling Zhiguang","SGM-WulingWuling Zhiguang",54622,"Van","Mini Van",0.628,0.391643229166667,0.298,"客车",1,1,7.17435233160622,"微型客车"
"750",846,"Shanghai Volkswagen","Volkswagen Passat","Shanghai VolkswagenVolkswagen Passat",98849,"Passenger Car","Midsize Upper",3.46,2.3357855227882,1.41,"轿车",1,1,7.61290322580645,"中型车"
"751",877,"Sichuan","Sichuan F99","SichuanSichuan F99",12,"SUV","Compact SUV",0.708,0.586421052631579,0.478,"SUV",1,1,7.62105263157895,"紧凑型车"
"752",894,"Southeast","Southeast V3 Lingyue","SoutheastSoutheast V3 Lingyue",2056,"Passenger Car","Compact Upper",0.889,0.696289655172414,0.498,"轿车",1,1,6.51180555555556,"紧凑型车"
"753",943,"Toyota","Toyota Sienna","ToyotaToyota Sienna",4346,"MPV","Midsize MPV",7.5,3.40673214285714,0,"MPV",1,1,11.8067415730337,"中大型车"
"754",962,"Volkswagen","Volkswagen Multivan","VolkswagenVolkswagen Multivan",1908,"MPV","Large MPV",8.18,5.38246954545455,4.188,"MPV",1,1,10.2026315789474,"中大型车"
